,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_global,-1.944,0.314,-2.632,-1.327,0.003,0.006,11956.0,8964.0,1.0
mu_group[0],-2.1,0.113,-2.318,-1.876,0.002,0.001,3617.0,7404.0,1.0
mu_group[1],-1.979,0.263,-2.506,-1.427,0.002,0.003,16826.0,10474.0,1.0
mu_group[2],-1.752,0.097,-1.945,-1.565,0.002,0.001,3387.0,7653.0,1.0
alpha_country[0],-1.802,0.137,-2.063,-1.524,0.002,0.001,5831.0,8713.0,1.0
alpha_country[1],-1.477,0.081,-1.642,-1.322,0.001,0.001,11207.0,12781.0,1.0
alpha_country[2],-2.631,0.231,-3.069,-2.165,0.001,0.002,25007.0,13268.0,1.0
alpha_country[3],-2.252,0.071,-2.389,-2.112,0.002,0.001,1916.0,4457.0,1.0
alpha_country[4],-1.454,0.071,-1.602,-1.323,0.001,0.001,2303.0,5410.0,1.0
alpha_country[5],-1.823,0.069,-1.964,-1.695,0.002,0.001,1645.0,4081.0,1.0
alpha_country[6],-1.298,0.082,-1.459,-1.138,0.001,0.001,3038.0,6902.0,1.0
alpha_country[7],-1.55,0.077,-1.701,-1.4,0.002,0.001,2548.0,6243.0,1.0
alpha_country[8],-2.714,0.113,-2.935,-2.497,0.002,0.001,4483.0,8192.0,1.0
alpha_country[9],-1.696,0.323,-2.353,-1.094,0.002,0.003,23827.0,11512.0,1.0
alpha_country[10],-1.902,0.063,-2.025,-1.782,0.002,0.001,1485.0,3559.0,1.0
alpha_country[11],-2.245,0.074,-2.388,-2.103,0.001,0.0,10738.0,12194.0,1.0
alpha_country[12],-3.338,0.091,-3.516,-3.161,0.002,0.001,2837.0,6537.0,1.0
alpha_country[13],-1.967,0.064,-2.087,-1.838,0.001,0.001,1933.0,3998.0,1.0
alpha_country[14],-1.416,0.074,-1.562,-1.273,0.002,0.001,1979.0,5085.0,1.0
alpha_country[15],-2.323,0.117,-2.556,-2.099,0.002,0.001,4178.0,8192.0,1.0
alpha_country[16],-2.985,0.124,-3.229,-2.743,0.002,0.001,5420.0,9663.0,1.0
alpha_country[17],-1.528,0.075,-1.668,-1.373,0.001,0.001,2677.0,6111.0,1.0
alpha_country[18],-1.867,0.07,-2.008,-1.734,0.002,0.001,2178.0,5429.0,1.0
alpha_country[19],-1.628,0.151,-1.93,-1.339,0.002,0.001,7886.0,10990.0,1.0
alpha_country[20],-1.99,0.427,-2.832,-1.162,0.003,0.004,23300.0,11010.0,1.0
alpha_country[21],-2.18,0.086,-2.351,-2.015,0.002,0.001,2665.0,6468.0,1.0
alpha_country[22],-2.3,0.071,-2.438,-2.163,0.002,0.001,1706.0,4459.0,1.0
alpha_country[23],-3.025,0.07,-3.16,-2.887,0.002,0.001,1900.0,4555.0,1.0
alpha_country[24],-1.811,0.106,-2.017,-1.599,0.001,0.001,5300.0,9279.0,1.0
alpha_country[25],-2.153,0.088,-2.323,-1.977,0.002,0.001,2608.0,6745.0,1.0
alpha_country[26],-2.151,0.167,-2.472,-1.82,0.002,0.001,10138.0,11495.0,1.0
alpha_country[27],-1.098,0.074,-1.241,-0.948,0.002,0.001,2447.0,5375.0,1.0
alpha_country[28],-2.228,0.08,-2.382,-2.065,0.002,0.001,2256.0,5137.0,1.0
alpha_country[29],-2.072,0.113,-2.3,-1.857,0.002,0.001,3937.0,9136.0,1.0
alpha_country[30],-1.6,0.075,-1.749,-1.458,0.002,0.001,2455.0,5786.0,1.0
alpha_country[31],-2.048,0.068,-2.175,-1.911,0.001,0.001,2180.0,4675.0,1.0
alpha_country[32],-0.819,0.108,-1.033,-0.614,0.002,0.001,3963.0,8604.0,1.0
alpha_country[33],-2.183,0.078,-2.334,-2.03,0.002,0.001,2154.0,5792.0,1.0
alpha_country[34],-1.75,0.175,-2.104,-1.428,0.002,0.001,9349.0,11531.0,1.0
alpha_country[35],-2.427,0.07,-2.564,-2.291,0.002,0.001,1915.0,4705.0,1.0
alpha_country[36],-1.487,0.084,-1.653,-1.32,0.002,0.001,3033.0,6116.0,1.0
alpha_country[37],-2.6,0.065,-2.733,-2.475,0.002,0.001,1597.0,3979.0,1.0
alpha_country[38],-1.02,0.076,-1.171,-0.876,0.001,0.001,2561.0,5468.0,1.0
alpha_country[39],-2.744,0.207,-3.145,-2.332,0.002,0.002,9360.0,10699.0,1.0
alpha_country[40],-1.49,0.078,-1.642,-1.34,0.002,0.001,2622.0,5661.0,1.0
alpha_country[41],-1.753,0.391,-2.527,-0.999,0.002,0.004,26048.0,11356.0,1.0
alpha_country[42],-1.366,0.107,-1.578,-1.161,0.002,0.001,4963.0,8737.0,1.0
alpha_country[43],-1.719,0.07,-1.85,-1.577,0.002,0.001,2088.0,4466.0,1.0
alpha_country[44],-2.805,0.096,-2.985,-2.61,0.002,0.001,3481.0,8028.0,1.0
alpha_country[45],-2.428,0.071,-2.568,-2.29,0.002,0.001,1954.0,5354.0,1.0
alpha_country[46],-1.569,0.062,-1.69,-1.447,0.001,0.001,1783.0,4142.0,1.0
alpha_country[47],-1.601,0.368,-2.332,-0.903,0.003,0.003,20034.0,12753.0,1.0
alpha_country[48],-1.041,0.068,-1.172,-0.905,0.002,0.001,1595.0,3840.0,1.0
alpha_country[49],-2.267,0.152,-2.559,-1.974,0.002,0.001,7640.0,11053.0,1.0
alpha_country[50],-1.71,0.067,-1.839,-1.577,0.001,0.001,2082.0,4966.0,1.0
alpha_country[51],-1.664,0.073,-1.808,-1.525,0.002,0.001,2317.0,5017.0,1.0
alpha_country[52],-2.31,0.159,-2.616,-1.995,0.002,0.001,7567.0,9658.0,1.0
alpha_country[53],-3.304,0.273,-3.836,-2.769,0.002,0.002,15520.0,12790.0,1.0
alpha_country[54],-1.502,0.09,-1.673,-1.322,0.002,0.001,2647.0,6570.0,1.0
alpha_country[55],-1.674,0.077,-1.826,-1.527,0.002,0.001,2173.0,6047.0,1.0
alpha_country[56],-1.535,0.066,-1.666,-1.409,0.002,0.001,1873.0,3717.0,1.0
alpha_country[57],-1.756,0.194,-2.134,-1.376,0.002,0.002,13653.0,12258.0,1.0
alpha_country[58],-1.209,0.077,-1.359,-1.058,0.002,0.001,2263.0,5270.0,1.0
alpha_country[59],-1.993,0.083,-2.162,-1.835,0.001,0.001,3136.0,7958.0,1.0
alpha_country[60],-1.853,0.092,-2.035,-1.674,0.002,0.001,3129.0,7433.0,1.0
alpha_country[61],-1.724,0.079,-1.878,-1.569,0.001,0.001,11952.0,12119.0,1.0
alpha_country[62],-1.777,0.07,-1.914,-1.638,0.002,0.001,1723.0,4640.0,1.0
alpha_country[63],-2.013,0.101,-2.22,-1.819,0.002,0.001,3402.0,8268.0,1.0
alpha_country[64],-2.296,0.089,-2.477,-2.129,0.002,0.001,2675.0,6459.0,1.0
alpha_country[65],-2.611,0.067,-2.748,-2.484,0.002,0.001,1607.0,4023.0,1.0
alpha_country[66],-1.849,0.107,-2.062,-1.641,0.001,0.001,5228.0,9120.0,1.0
alpha_country[67],-2.266,0.072,-2.405,-2.127,0.002,0.001,2273.0,5298.0,1.0
alpha_country[68],-1.855,0.063,-1.977,-1.732,0.002,0.001,1416.0,3991.0,1.0
alpha_country[69],-1.131,0.098,-1.324,-0.941,0.001,0.001,4341.0,7890.0,1.0
alpha_country[70],-1.619,0.097,-1.813,-1.435,0.002,0.001,3367.0,7298.0,1.0
alpha_country[71],-2.235,0.069,-2.366,-2.094,0.001,0.001,2147.0,4435.0,1.0
alpha_country[72],-2.135,0.063,-2.257,-2.009,0.002,0.001,1447.0,3366.0,1.0
alpha_country[73],-1.843,0.065,-1.967,-1.711,0.002,0.001,1555.0,3651.0,1.0
alpha_country[74],-2.975,0.078,-3.127,-2.823,0.002,0.001,2651.0,6628.0,1.0
"gamma_group_time[0, 0]",-0.743,0.103,-0.948,-0.54,0.002,0.001,3829.0,7430.0,1.0
"gamma_group_time[0, 1]",-0.188,0.097,-0.378,0.001,0.002,0.001,3168.0,7153.0,1.0
"gamma_group_time[0, 2]",-0.857,0.106,-1.07,-0.653,0.002,0.001,3911.0,9148.0,1.0
"gamma_group_time[0, 3]",-0.983,0.102,-1.177,-0.78,0.002,0.001,3671.0,7729.0,1.0
"gamma_group_time[0, 4]",-0.498,0.096,-0.683,-0.308,0.002,0.001,3643.0,8106.0,1.0
"gamma_group_time[0, 5]",-0.171,0.091,-0.345,0.01,0.002,0.001,2950.0,7228.0,1.0
"gamma_group_time[0, 6]",0.658,0.081,0.5,0.817,0.002,0.001,2457.0,5902.0,1.0
"gamma_group_time[0, 7]",0.538,0.083,0.372,0.698,0.002,0.001,2465.0,6403.0,1.0
"gamma_group_time[0, 8]",-0.199,0.088,-0.369,-0.026,0.002,0.001,2733.0,7166.0,1.0
"gamma_group_time[0, 9]",-0.61,0.088,-0.78,-0.434,0.002,0.001,2631.0,6149.0,1.0
"gamma_group_time[0, 10]",-0.65,0.088,-0.822,-0.478,0.002,0.001,2615.0,6813.0,1.0
"gamma_group_time[0, 11]",-0.267,0.092,-0.439,-0.078,0.002,0.001,3193.0,7664.0,1.0
"gamma_group_time[0, 12]",-0.54,0.097,-0.734,-0.354,0.002,0.001,3448.0,7773.0,1.0
"gamma_group_time[0, 13]",-0.168,0.092,-0.349,0.005,0.002,0.001,3147.0,7490.0,1.0
"gamma_group_time[0, 14]",-0.293,0.095,-0.483,-0.108,0.002,0.001,3273.0,7129.0,1.0
"gamma_group_time[0, 15]",-0.201,0.092,-0.381,-0.021,0.002,0.001,2904.0,7991.0,1.0
"gamma_group_time[0, 16]",0.08,0.09,-0.1,0.255,0.002,0.001,2778.0,6871.0,1.0
"gamma_group_time[0, 17]",0.175,0.085,0.008,0.342,0.002,0.001,2379.0,5672.0,1.0
"gamma_group_time[0, 18]",0.912,0.08,0.759,1.074,0.002,0.001,2330.0,5383.0,1.0
"gamma_group_time[0, 19]",0.484,0.083,0.322,0.645,0.002,0.001,2535.0,5809.0,1.0
"gamma_group_time[0, 20]",0.193,0.087,0.023,0.367,0.002,0.001,2642.0,5694.0,1.0
"gamma_group_time[0, 21]",-0.101,0.09,-0.279,0.075,0.002,0.001,2779.0,6512.0,1.0
"gamma_group_time[0, 22]",-0.151,0.086,-0.311,0.023,0.002,0.001,2470.0,5745.0,1.0
"gamma_group_time[0, 23]",-0.514,0.097,-0.701,-0.324,0.002,0.001,3223.0,7298.0,1.0
"gamma_group_time[0, 24]",-0.304,0.092,-0.484,-0.125,0.002,0.001,3007.0,6302.0,1.0
"gamma_group_time[0, 25]",-0.549,0.1,-0.747,-0.355,0.002,0.001,3802.0,7778.0,1.0
"gamma_group_time[0, 26]",-0.202,0.089,-0.382,-0.033,0.002,0.001,2773.0,6261.0,1.0
"gamma_group_time[0, 27]",-0.248,0.091,-0.423,-0.062,0.002,0.001,3010.0,6800.0,1.0
"gamma_group_time[0, 28]",0.03,0.089,-0.147,0.198,0.002,0.001,2772.0,6909.0,1.0
"gamma_group_time[0, 29]",0.386,0.086,0.214,0.548,0.002,0.001,2553.0,5934.0,1.0
"gamma_group_time[0, 30]",1.019,0.082,0.863,1.184,0.002,0.001,2108.0,5113.0,1.0
"gamma_group_time[0, 31]",0.519,0.087,0.348,0.687,0.002,0.001,2454.0,5657.0,1.0
"gamma_group_time[0, 32]",0.237,0.087,0.066,0.407,0.002,0.001,2525.0,6206.0,1.0
"gamma_group_time[0, 33]",-0.139,0.09,-0.31,0.044,0.002,0.001,2866.0,6581.0,1.0
"gamma_group_time[0, 34]",-0.104,0.086,-0.278,0.062,0.002,0.001,2647.0,6328.0,1.0
"gamma_group_time[0, 35]",-0.426,0.089,-0.596,-0.247,0.002,0.001,2855.0,7762.0,1.0
"gamma_group_time[0, 36]",-0.425,0.096,-0.601,-0.225,0.002,0.001,2996.0,7550.0,1.0
"gamma_group_time[0, 37]",-0.287,0.092,-0.466,-0.103,0.002,0.001,2905.0,7066.0,1.0
"gamma_group_time[0, 38]",-0.117,0.089,-0.291,0.056,0.002,0.001,2724.0,6713.0,1.0
"gamma_group_time[0, 39]",0.335,0.084,0.173,0.501,0.002,0.001,2506.0,6136.0,1.0
"gamma_group_time[0, 40]",0.508,0.085,0.346,0.678,0.002,0.001,2349.0,5806.0,1.0
"gamma_group_time[0, 41]",0.52,0.082,0.363,0.685,0.002,0.001,2197.0,5457.0,1.0
"gamma_group_time[0, 42]",0.656,0.082,0.497,0.819,0.002,0.001,2350.0,5244.0,1.0
"gamma_group_time[0, 43]",0.638,0.085,0.47,0.803,0.002,0.001,2368.0,6406.0,1.0
"gamma_group_time[0, 44]",0.364,0.085,0.192,0.527,0.002,0.001,2682.0,6836.0,1.0
"gamma_group_time[0, 45]",0.308,0.086,0.135,0.472,0.002,0.001,2687.0,6561.0,1.0
"gamma_group_time[0, 46]",-0.147,0.087,-0.321,0.019,0.002,0.001,2617.0,5987.0,1.0
"gamma_group_time[0, 47]",-0.175,0.095,-0.355,0.015,0.002,0.001,3046.0,7670.0,1.0
"gamma_group_time[0, 48]",-0.103,0.09,-0.275,0.078,0.002,0.001,2913.0,7390.0,1.0
"gamma_group_time[0, 49]",-0.392,0.099,-0.588,-0.2,0.002,0.001,3475.0,6980.0,1.0
"gamma_group_time[0, 50]",-0.151,0.093,-0.334,0.032,0.002,0.001,2990.0,6306.0,1.0
"gamma_group_time[0, 51]",-0.125,0.094,-0.308,0.055,0.002,0.001,3126.0,7392.0,1.0
"gamma_group_time[0, 52]",0.17,0.089,-0.007,0.341,0.002,0.001,2727.0,6864.0,1.0
"gamma_group_time[0, 53]",0.321,0.086,0.158,0.492,0.002,0.001,2669.0,6227.0,1.0
"gamma_group_time[0, 54]",0.878,0.081,0.719,1.04,0.002,0.001,2311.0,5388.0,1.0
"gamma_group_time[0, 55]",0.857,0.083,0.692,1.018,0.002,0.001,2355.0,5527.0,1.0
"gamma_group_time[0, 56]",0.18,0.088,0.005,0.349,0.002,0.001,2672.0,6770.0,1.0
"gamma_group_time[0, 57]",0.088,0.089,-0.091,0.259,0.002,0.001,2858.0,7059.0,1.0
"gamma_group_time[0, 58]",-0.091,0.086,-0.259,0.077,0.002,0.001,2730.0,6377.0,1.0
"gamma_group_time[0, 59]",-0.257,0.093,-0.437,-0.072,0.002,0.001,3165.0,7440.0,1.0
"gamma_group_time[1, 0]",-0.54,0.222,-0.974,-0.121,0.001,0.002,25007.0,13916.0,1.0
"gamma_group_time[1, 1]",-0.014,0.216,-0.433,0.417,0.001,0.002,26367.0,13556.0,1.0
"gamma_group_time[1, 2]",-0.181,0.236,-0.636,0.291,0.001,0.002,28844.0,12407.0,1.0
"gamma_group_time[1, 3]",-0.494,0.229,-0.949,-0.056,0.001,0.002,26002.0,13780.0,1.0
"gamma_group_time[1, 4]",-0.422,0.242,-0.909,0.034,0.001,0.002,29563.0,12458.0,1.0
"gamma_group_time[1, 5]",-0.283,0.218,-0.715,0.143,0.001,0.002,26364.0,13424.0,1.0
"gamma_group_time[1, 6]",0.146,0.221,-0.301,0.573,0.001,0.002,25017.0,13416.0,1.0
"gamma_group_time[1, 7]",0.122,0.188,-0.242,0.491,0.001,0.001,20496.0,13527.0,1.0
"gamma_group_time[1, 8]",-0.138,0.2,-0.534,0.244,0.001,0.001,21512.0,12674.0,1.0
"gamma_group_time[1, 9]",-0.268,0.197,-0.656,0.114,0.001,0.001,21218.0,14327.0,1.0
"gamma_group_time[1, 10]",-0.435,0.2,-0.817,-0.036,0.001,0.002,21607.0,13438.0,1.0
"gamma_group_time[1, 11]",0.05,0.236,-0.419,0.512,0.001,0.002,25667.0,12907.0,1.0
"gamma_group_time[1, 12]",-0.104,0.235,-0.566,0.346,0.001,0.002,27302.0,12416.0,1.0
"gamma_group_time[1, 13]",0.136,0.216,-0.278,0.564,0.001,0.002,24915.0,13393.0,1.0
"gamma_group_time[1, 14]",0.587,0.197,0.203,0.969,0.001,0.001,20751.0,12322.0,1.0
"gamma_group_time[1, 15]",-0.128,0.227,-0.579,0.304,0.001,0.002,25152.0,13300.0,1.0
"gamma_group_time[1, 16]",-0.006,0.223,-0.447,0.423,0.001,0.002,26941.0,13194.0,1.0
"gamma_group_time[1, 17]",-0.415,0.225,-0.858,0.029,0.001,0.002,25762.0,12764.0,1.0
"gamma_group_time[1, 18]",0.661,0.201,0.268,1.05,0.001,0.001,19507.0,14086.0,1.0
"gamma_group_time[1, 19]",0.438,0.197,0.051,0.82,0.001,0.001,19564.0,13002.0,1.0
"gamma_group_time[1, 20]",0.05,0.226,-0.389,0.498,0.001,0.002,26221.0,13484.0,1.0
"gamma_group_time[1, 21]",0.033,0.216,-0.386,0.459,0.001,0.002,23821.0,12788.0,1.0
"gamma_group_time[1, 22]",-0.14,0.204,-0.553,0.244,0.001,0.001,23906.0,14221.0,1.0
"gamma_group_time[1, 23]",0.064,0.225,-0.368,0.521,0.002,0.002,21765.0,12099.0,1.0
"gamma_group_time[1, 24]",-0.174,0.24,-0.654,0.288,0.001,0.002,28423.0,13536.0,1.0
"gamma_group_time[1, 25]",0.235,0.225,-0.221,0.659,0.001,0.002,25157.0,13850.0,1.0
"gamma_group_time[1, 26]",0.256,0.227,-0.167,0.716,0.002,0.002,22318.0,13640.0,1.0
"gamma_group_time[1, 27]",-0.058,0.244,-0.534,0.421,0.001,0.002,27917.0,13901.0,1.0
"gamma_group_time[1, 28]",-0.212,0.26,-0.731,0.286,0.001,0.002,32742.0,12836.0,1.0
"gamma_group_time[1, 29]",-0.186,0.246,-0.662,0.305,0.002,0.002,26446.0,12412.0,1.0
"gamma_group_time[1, 30]",0.515,0.207,0.115,0.924,0.001,0.001,19861.0,13310.0,1.0
"gamma_group_time[1, 31]",0.167,0.23,-0.295,0.609,0.001,0.002,24559.0,13459.0,1.0
"gamma_group_time[1, 32]",0.227,0.229,-0.214,0.682,0.001,0.002,26397.0,13330.0,1.0
"gamma_group_time[1, 33]",0.153,0.227,-0.283,0.603,0.001,0.002,25762.0,13751.0,1.0
"gamma_group_time[1, 34]",0.143,0.199,-0.246,0.539,0.001,0.001,19739.0,13651.0,1.0
"gamma_group_time[1, 35]",-0.08,0.208,-0.493,0.321,0.001,0.002,23254.0,13052.0,1.0
"gamma_group_time[1, 36]",-0.204,0.23,-0.658,0.241,0.001,0.002,28050.0,13236.0,1.0
"gamma_group_time[1, 37]",0.09,0.208,-0.33,0.478,0.001,0.002,25022.0,13073.0,1.0
"gamma_group_time[1, 38]",-0.097,0.219,-0.514,0.344,0.001,0.002,24576.0,13443.0,1.0
"gamma_group_time[1, 39]",0.345,0.199,-0.044,0.734,0.001,0.001,20063.0,13185.0,1.0
"gamma_group_time[1, 40]",0.385,0.198,0.006,0.781,0.001,0.001,19752.0,12577.0,1.0
"gamma_group_time[1, 41]",0.253,0.209,-0.143,0.674,0.001,0.002,23543.0,13293.0,1.0
"gamma_group_time[1, 42]",0.075,0.202,-0.332,0.462,0.001,0.002,20176.0,13036.0,1.0
"gamma_group_time[1, 43]",-0.066,0.219,-0.497,0.368,0.001,0.002,23762.0,13170.0,1.0
"gamma_group_time[1, 44]",-0.463,0.232,-0.913,-0.008,0.001,0.002,26223.0,13681.0,1.0
"gamma_group_time[1, 45]",0.062,0.21,-0.338,0.475,0.001,0.002,20595.0,12579.0,1.0
"gamma_group_time[1, 46]",-0.465,0.222,-0.909,-0.042,0.001,0.002,23343.0,14002.0,1.0
"gamma_group_time[1, 47]",-0.28,0.248,-0.762,0.204,0.001,0.002,28272.0,12949.0,1.0
"gamma_group_time[1, 48]",-0.088,0.226,-0.533,0.353,0.001,0.002,24836.0,12585.0,1.0
"gamma_group_time[1, 49]",-0.047,0.218,-0.479,0.374,0.001,0.002,25497.0,13470.0,1.0
"gamma_group_time[1, 50]",0.383,0.201,-0.029,0.759,0.001,0.002,21762.0,12977.0,1.0
"gamma_group_time[1, 51]",-0.255,0.243,-0.74,0.206,0.001,0.002,27306.0,13024.0,1.0
"gamma_group_time[1, 52]",-0.072,0.227,-0.508,0.38,0.001,0.002,28060.0,13818.0,1.0
"gamma_group_time[1, 53]",0.077,0.21,-0.316,0.496,0.001,0.002,21206.0,13442.0,1.0
"gamma_group_time[1, 54]",0.178,0.2,-0.22,0.565,0.001,0.001,21717.0,13500.0,1.0
"gamma_group_time[1, 55]",0.233,0.2,-0.168,0.61,0.001,0.001,22158.0,13208.0,1.0
"gamma_group_time[1, 56]",0.081,0.2,-0.325,0.464,0.001,0.001,22621.0,13788.0,1.0
"gamma_group_time[1, 57]",0.072,0.196,-0.314,0.46,0.001,0.002,20623.0,12854.0,1.0
"gamma_group_time[1, 58]",0.075,0.184,-0.288,0.426,0.001,0.001,20145.0,13705.0,1.0
"gamma_group_time[1, 59]",-0.052,0.214,-0.479,0.357,0.001,0.002,24833.0,12421.0,1.0
"gamma_group_time[2, 0]",-0.674,0.123,-0.921,-0.442,0.002,0.001,6526.0,11148.0,1.0
"gamma_group_time[2, 1]",-0.397,0.121,-0.64,-0.17,0.001,0.001,7447.0,10976.0,1.0
"gamma_group_time[2, 2]",-0.461,0.118,-0.688,-0.223,0.001,0.001,6332.0,11236.0,1.0
"gamma_group_time[2, 3]",-0.572,0.112,-0.788,-0.351,0.002,0.001,4940.0,10008.0,1.0
"gamma_group_time[2, 4]",-0.388,0.117,-0.614,-0.158,0.002,0.001,5341.0,10498.0,1.0
"gamma_group_time[2, 5]",-0.318,0.107,-0.53,-0.111,0.002,0.001,4920.0,9010.0,1.0
"gamma_group_time[2, 6]",0.535,0.096,0.348,0.722,0.001,0.001,4327.0,8026.0,1.0
"gamma_group_time[2, 7]",0.507,0.095,0.318,0.69,0.002,0.001,3913.0,8396.0,1.0
"gamma_group_time[2, 8]",-0.031,0.095,-0.22,0.157,0.002,0.001,3987.0,8724.0,1.0
"gamma_group_time[2, 9]",-0.331,0.093,-0.514,-0.149,0.002,0.001,3887.0,7511.0,1.0
"gamma_group_time[2, 10]",-0.612,0.092,-0.797,-0.437,0.002,0.001,3624.0,8611.0,1.0
"gamma_group_time[2, 11]",-0.02,0.102,-0.217,0.183,0.001,0.001,4755.0,9561.0,1.0
"gamma_group_time[2, 12]",-0.454,0.114,-0.674,-0.222,0.002,0.001,5641.0,8775.0,1.0
"gamma_group_time[2, 13]",-0.161,0.105,-0.362,0.05,0.001,0.001,5284.0,9795.0,1.0
"gamma_group_time[2, 14]",-0.123,0.104,-0.326,0.076,0.002,0.001,4612.0,9168.0,1.0
"gamma_group_time[2, 15]",0.037,0.101,-0.156,0.235,0.002,0.001,4334.0,9060.0,1.0
"gamma_group_time[2, 16]",-0.041,0.099,-0.238,0.149,0.002,0.001,4308.0,8189.0,1.0
"gamma_group_time[2, 17]",0.005,0.098,-0.188,0.19,0.002,0.001,4150.0,9445.0,1.0
"gamma_group_time[2, 18]",0.681,0.091,0.509,0.862,0.002,0.001,3444.0,8009.0,1.0
"gamma_group_time[2, 19]",0.236,0.094,0.047,0.415,0.002,0.001,3793.0,7804.0,1.0
"gamma_group_time[2, 20]",0.266,0.093,0.092,0.453,0.001,0.001,3971.0,7567.0,1.0
"gamma_group_time[2, 21]",0.122,0.093,-0.066,0.301,0.002,0.001,3596.0,7714.0,1.0
"gamma_group_time[2, 22]",-0.202,0.091,-0.377,-0.025,0.002,0.001,3569.0,7993.0,1.0
"gamma_group_time[2, 23]",-0.281,0.104,-0.48,-0.074,0.001,0.001,5113.0,9450.0,1.0
"gamma_group_time[2, 24]",-0.256,0.103,-0.458,-0.058,0.002,0.001,4280.0,9514.0,1.0
"gamma_group_time[2, 25]",-0.333,0.111,-0.546,-0.114,0.002,0.001,5255.0,10683.0,1.0
"gamma_group_time[2, 26]",-0.078,0.099,-0.265,0.118,0.002,0.001,4094.0,8996.0,1.0
"gamma_group_time[2, 27]",-0.068,0.103,-0.268,0.135,0.002,0.001,4412.0,9007.0,1.0
"gamma_group_time[2, 28]",0.247,0.094,0.062,0.428,0.001,0.001,3949.0,7365.0,1.0
"gamma_group_time[2, 29]",0.19,0.094,0.004,0.371,0.002,0.001,3742.0,8363.0,1.0
"gamma_group_time[2, 30]",0.647,0.091,0.466,0.822,0.001,0.001,3780.0,7750.0,1.0
"gamma_group_time[2, 31]",0.497,0.094,0.307,0.673,0.002,0.001,3680.0,7475.0,1.0
"gamma_group_time[2, 32]",0.127,0.091,-0.052,0.302,0.002,0.001,3553.0,8117.0,1.0
"gamma_group_time[2, 33]",0.043,0.094,-0.146,0.22,0.002,0.001,3763.0,7253.0,1.0
"gamma_group_time[2, 34]",-0.053,0.091,-0.232,0.123,0.002,0.001,3513.0,8203.0,1.0
"gamma_group_time[2, 35]",-0.255,0.094,-0.437,-0.069,0.002,0.001,3367.0,7090.0,1.0
"gamma_group_time[2, 36]",-0.247,0.103,-0.449,-0.045,0.002,0.001,4546.0,8582.0,1.0
"gamma_group_time[2, 37]",-0.099,0.099,-0.296,0.092,0.002,0.001,3995.0,8899.0,1.0
"gamma_group_time[2, 38]",-0.016,0.095,-0.198,0.175,0.002,0.001,3961.0,8239.0,1.0
"gamma_group_time[2, 39]",0.317,0.089,0.141,0.489,0.001,0.001,3886.0,7291.0,1.0
"gamma_group_time[2, 40]",0.626,0.085,0.452,0.784,0.002,0.001,2902.0,6377.0,1.0
"gamma_group_time[2, 41]",0.262,0.089,0.087,0.437,0.001,0.001,3580.0,7345.0,1.0
"gamma_group_time[2, 42]",0.306,0.093,0.129,0.49,0.002,0.001,3558.0,8057.0,1.0
"gamma_group_time[2, 43]",0.123,0.095,-0.07,0.304,0.001,0.001,4041.0,8153.0,1.0
"gamma_group_time[2, 44]",0.195,0.09,0.016,0.367,0.002,0.001,3371.0,6894.0,1.0
"gamma_group_time[2, 45]",0.063,0.088,-0.108,0.236,0.002,0.001,3395.0,7330.0,1.0
"gamma_group_time[2, 46]",-0.121,0.092,-0.303,0.056,0.002,0.001,3440.0,7752.0,1.0
"gamma_group_time[2, 47]",-0.233,0.1,-0.427,-0.034,0.001,0.001,4622.0,10371.0,1.0
"gamma_group_time[2, 48]",-0.016,0.097,-0.205,0.174,0.002,0.001,4043.0,9117.0,1.0
"gamma_group_time[2, 49]",-0.18,0.102,-0.381,0.022,0.002,0.001,4646.0,10147.0,1.0
"gamma_group_time[2, 50]",0.052,0.094,-0.132,0.234,0.001,0.001,4356.0,8923.0,1.0
"gamma_group_time[2, 51]",-0.051,0.098,-0.242,0.138,0.001,0.001,4643.0,9217.0,1.0
"gamma_group_time[2, 52]",0.068,0.097,-0.122,0.26,0.002,0.001,3945.0,7465.0,1.0
"gamma_group_time[2, 53]",0.126,0.094,-0.051,0.314,0.001,0.001,3914.0,8002.0,1.0
"gamma_group_time[2, 54]",0.41,0.087,0.237,0.579,0.002,0.001,3398.0,7095.0,1.0
"gamma_group_time[2, 55]",0.444,0.089,0.271,0.622,0.002,0.001,3230.0,7257.0,1.0
"gamma_group_time[2, 56]",0.143,0.092,-0.035,0.323,0.002,0.001,3691.0,8470.0,1.0
"gamma_group_time[2, 57]",-0.035,0.093,-0.216,0.147,0.001,0.001,3835.0,7976.0,1.0
"gamma_group_time[2, 58]",0.003,0.087,-0.161,0.178,0.001,0.001,3519.0,7366.0,1.0
"gamma_group_time[2, 59]",0.118,0.096,-0.072,0.303,0.001,0.001,4109.0,8309.0,1.0
z_source[0],-0.042,0.983,-1.975,1.852,0.005,0.009,41829.0,11465.0,1.0
z_source[1],-0.046,0.968,-1.903,1.897,0.005,0.009,40003.0,10867.0,1.0
z_source[2],-0.029,0.976,-1.887,1.927,0.005,0.009,42210.0,12273.0,1.0
z_source[3],-0.105,0.973,-2.079,1.725,0.005,0.009,37716.0,10511.0,1.0
z_source[4],-0.098,0.977,-2.027,1.762,0.005,0.009,38580.0,11164.0,1.0
