,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_source[7658],0.355,0.849,-1.294,2.034,0.004,0.008,36341.0,11275.0,1.0
z_source[7659],0.299,0.849,-1.414,1.934,0.004,0.008,38212.0,10727.0,1.0
z_source[7660],0.239,0.859,-1.452,1.927,0.004,0.008,40192.0,11552.0,1.0
z_source[7661],-0.468,0.899,-2.199,1.322,0.005,0.008,38104.0,11356.0,1.0
z_source[7662],-0.106,0.84,-1.734,1.524,0.004,0.008,36091.0,10580.0,1.0
z_source[7663],0.542,0.848,-1.046,2.318,0.005,0.008,33970.0,11042.0,1.0
z_source[7664],-0.666,0.914,-2.526,1.056,0.005,0.009,40343.0,11545.0,1.0
z_source[7665],0.282,0.91,-1.539,2.006,0.004,0.009,42055.0,11031.0,1.0
z_source[7666],0.162,0.888,-1.619,1.859,0.004,0.008,40031.0,11909.0,1.0
z_source[7667],0.294,0.864,-1.409,1.949,0.005,0.008,36751.0,11226.0,1.0
z_source[7668],-0.087,0.938,-1.903,1.735,0.004,0.009,44768.0,10637.0,1.0
z_source[7669],-0.101,0.883,-1.853,1.621,0.004,0.008,39061.0,11655.0,1.0
z_source[7670],0.241,0.901,-1.553,1.982,0.004,0.008,40140.0,10746.0,1.0
z_source[7671],0.052,0.858,-1.615,1.764,0.005,0.008,34022.0,11294.0,1.0
z_source[7672],0.48,0.865,-1.144,2.229,0.004,0.008,38452.0,11667.0,1.0
z_source[7673],-0.237,0.819,-1.869,1.366,0.004,0.008,38844.0,11159.0,1.0
z_source[7674],0.134,0.864,-1.55,1.826,0.004,0.008,40244.0,10908.0,1.0
z_source[7675],0.396,0.843,-1.283,1.989,0.004,0.008,37344.0,12045.0,1.0
z_source[7676],-0.112,0.935,-1.923,1.766,0.005,0.009,40094.0,11386.0,1.0
z_source[7677],-0.274,0.948,-2.153,1.552,0.005,0.009,41268.0,10879.0,1.0
z_source[7678],0.465,0.925,-1.387,2.217,0.005,0.009,39864.0,11538.0,1.0
z_source[7679],-0.205,0.978,-2.129,1.663,0.005,0.009,39962.0,10245.0,1.0
z_source[7680],-0.206,0.961,-2.042,1.704,0.005,0.01,39845.0,10918.0,1.0
z_source[7681],-0.313,0.943,-2.163,1.516,0.005,0.009,37958.0,11106.0,1.0
z_source[7682],0.004,0.95,-1.806,1.91,0.005,0.009,39669.0,11238.0,1.0
z_source[7683],1.101,0.759,-0.405,2.561,0.004,0.007,41918.0,11672.0,1.0
z_source[7684],0.458,0.807,-1.165,1.992,0.004,0.008,40397.0,10460.0,1.0
z_source[7685],0.381,0.818,-1.178,1.955,0.004,0.008,37708.0,11120.0,1.0
z_source[7686],0.203,0.82,-1.441,1.773,0.004,0.008,38618.0,10517.0,1.0
z_source[7687],0.924,0.769,-0.527,2.471,0.004,0.007,35923.0,11668.0,1.0
z_source[7688],0.792,0.817,-0.814,2.413,0.004,0.008,44279.0,10507.0,1.0
z_source[7689],-0.406,0.929,-2.205,1.432,0.005,0.009,39001.0,10248.0,1.0
z_source[7690],-0.01,0.941,-1.85,1.835,0.005,0.009,40974.0,10729.0,1.0
z_source[7691],-0.389,0.93,-2.187,1.407,0.005,0.009,40483.0,11725.0,1.0
z_source[7692],0.459,0.875,-1.218,2.199,0.004,0.009,40982.0,10690.0,1.0
z_source[7693],0.932,0.843,-0.717,2.538,0.005,0.008,34392.0,10595.0,1.0
z_source[7694],0.084,0.84,-1.592,1.713,0.004,0.008,37946.0,10278.0,1.0
z_source[7695],0.925,0.812,-0.691,2.503,0.004,0.008,39395.0,10016.0,1.0
z_source[7696],-0.193,0.852,-1.845,1.485,0.004,0.008,42178.0,11232.0,1.0
z_source[7697],0.146,0.807,-1.462,1.693,0.004,0.008,35477.0,10186.0,1.0
z_source[7698],-0.531,0.843,-2.167,1.117,0.004,0.008,39815.0,11287.0,1.0
z_source[7699],-0.863,0.828,-2.458,0.773,0.004,0.008,40401.0,10552.0,1.0
z_source[7700],-0.71,0.88,-2.429,1.023,0.004,0.009,40713.0,11074.0,1.0
z_source[7701],0.09,0.882,-1.679,1.784,0.004,0.009,39190.0,10464.0,1.0
z_source[7702],-0.179,0.906,-2.02,1.514,0.005,0.01,37780.0,9577.0,1.0
z_source[7703],-0.41,0.872,-2.109,1.326,0.004,0.009,42205.0,10535.0,1.0
z_source[7704],0.444,0.823,-1.148,2.043,0.004,0.007,40620.0,10849.0,1.0
z_source[7705],0.788,0.776,-0.726,2.309,0.004,0.007,40549.0,10785.0,1.0
z_source[7706],-0.633,0.923,-2.477,1.122,0.005,0.009,40567.0,11175.0,1.0
z_source[7707],0.438,0.789,-1.134,1.968,0.004,0.008,36465.0,10638.0,1.0
z_source[7708],0.988,0.754,-0.445,2.511,0.004,0.007,38622.0,11726.0,1.0
z_source[7709],0.176,0.84,-1.454,1.815,0.004,0.008,38805.0,10917.0,1.0
z_source[7710],0.604,0.862,-1.054,2.312,0.004,0.008,38330.0,11251.0,1.0
z_source[7711],-0.68,0.904,-2.46,1.059,0.004,0.008,42860.0,10269.0,1.0
z_source[7712],0.092,0.893,-1.642,1.846,0.004,0.009,43418.0,10181.0,1.0
z_source[7713],-0.044,0.921,-1.873,1.754,0.005,0.009,39473.0,10765.0,1.0
z_source[7714],-0.213,0.898,-1.901,1.596,0.004,0.008,42434.0,11606.0,1.0
z_source[7715],-0.7,0.888,-2.408,1.051,0.004,0.009,40812.0,10417.0,1.0
z_source[7716],0.42,0.821,-1.211,1.997,0.004,0.008,36696.0,11216.0,1.0
z_source[7717],0.68,0.658,-0.617,1.965,0.003,0.006,38118.0,11527.0,1.0
z_source[7718],0.536,0.797,-1.097,2.038,0.004,0.007,38655.0,11427.0,1.0
z_source[7719],1.004,0.823,-0.636,2.598,0.004,0.008,43737.0,10636.0,1.0
z_source[7720],-0.22,0.836,-1.919,1.366,0.004,0.008,36102.0,11439.0,1.0
z_source[7721],1.273,0.69,-0.079,2.615,0.004,0.007,36711.0,10747.0,1.0
z_source[7722],1.013,0.819,-0.629,2.557,0.004,0.009,43209.0,10396.0,1.0
z_source[7723],0.601,0.736,-0.867,2.005,0.004,0.007,36937.0,11783.0,1.0
z_source[7724],-0.101,0.907,-1.893,1.649,0.005,0.009,39421.0,10837.0,1.0
z_source[7725],-0.189,0.855,-1.824,1.524,0.004,0.009,43149.0,9969.0,1.0
z_source[7726],0.32,0.91,-1.423,2.169,0.005,0.008,39942.0,11625.0,1.0
z_source[7727],0.53,0.846,-1.075,2.247,0.004,0.008,41301.0,10182.0,1.0
z_source[7728],-0.423,0.937,-2.242,1.424,0.005,0.009,39011.0,10318.0,1.0
z_source[7729],0.343,0.922,-1.459,2.159,0.005,0.009,41717.0,10503.0,1.0
z_source[7730],0.172,0.963,-1.691,2.089,0.005,0.01,42213.0,10171.0,1.0
z_source[7731],0.423,0.882,-1.287,2.15,0.004,0.009,44438.0,11025.0,1.0
z_source[7732],0.675,0.868,-1.085,2.34,0.004,0.009,39231.0,10418.0,1.0
z_source[7733],0.63,0.804,-0.955,2.163,0.004,0.008,43335.0,9998.0,1.0
z_source[7734],-0.059,0.903,-1.807,1.705,0.004,0.009,43624.0,11079.0,1.0
z_source[7735],1.966,0.798,0.351,3.478,0.004,0.007,39401.0,11796.0,1.0
z_source[7736],-0.447,0.881,-2.129,1.292,0.004,0.008,43675.0,11368.0,1.0
z_source[7737],-0.431,0.79,-1.957,1.142,0.004,0.007,39300.0,10959.0,1.0
z_source[7738],-0.91,0.872,-2.714,0.683,0.004,0.008,41317.0,10937.0,1.0
z_source[7739],-0.895,0.826,-2.524,0.667,0.004,0.008,41179.0,11250.0,1.0
z_source[7740],0.583,0.689,-0.763,1.919,0.003,0.007,42961.0,10884.0,1.0
z_source[7741],-0.713,0.765,-2.245,0.732,0.004,0.007,37873.0,11144.0,1.0
z_source[7742],0.067,0.617,-1.155,1.247,0.003,0.006,35180.0,9856.0,1.0
z_source[7743],0.55,0.534,-0.455,1.637,0.003,0.005,34181.0,10241.0,1.0
z_source[7744],-0.069,0.809,-1.67,1.466,0.004,0.008,39354.0,10370.0,1.0
z_source[7745],0.295,0.617,-0.909,1.475,0.003,0.006,36153.0,10417.0,1.0
z_source[7746],0.881,0.48,-0.063,1.809,0.003,0.004,32629.0,11426.0,1.0
z_source[7747],-0.468,0.503,-1.467,0.493,0.003,0.005,33460.0,11369.0,1.0
z_source[7748],-0.215,0.428,-1.039,0.638,0.003,0.004,29302.0,10846.0,1.0
z_source[7749],0.021,0.353,-0.645,0.734,0.002,0.003,26308.0,11776.0,1.0
z_source[7750],0.084,0.396,-0.693,0.862,0.002,0.003,28096.0,11707.0,1.0
z_source[7751],0.497,0.382,-0.268,1.229,0.002,0.003,26717.0,12201.0,1.0
z_source[7752],0.005,0.424,-0.835,0.828,0.002,0.004,30808.0,11553.0,1.0
z_source[7753],0.326,0.475,-0.595,1.261,0.003,0.004,34833.0,11147.0,1.0
z_source[7754],-0.603,0.655,-1.873,0.679,0.004,0.006,34881.0,11627.0,1.0
z_source[7755],0.442,0.521,-0.569,1.472,0.003,0.005,36314.0,10991.0,1.0
z_source[7756],1.142,0.491,0.182,2.1,0.003,0.004,35361.0,12335.0,1.0
z_source[7757],0.904,0.512,-0.132,1.891,0.003,0.005,33327.0,11042.0,1.0
z_source[7758],-0.16,0.591,-1.324,0.989,0.003,0.006,36314.0,11121.0,1.0
z_source[7759],0.176,0.488,-0.812,1.085,0.003,0.004,34997.0,11745.0,1.0
z_source[7760],-0.029,0.41,-0.857,0.748,0.002,0.004,30702.0,11191.0,1.0
z_source[7761],0.13,0.456,-0.76,1.027,0.003,0.004,31704.0,11254.0,1.0
z_source[7762],0.428,0.476,-0.481,1.361,0.003,0.004,34000.0,11551.0,1.0
z_source[7763],-0.806,0.601,-1.965,0.385,0.003,0.006,35886.0,11302.0,1.0
z_source[7764],-0.422,0.592,-1.593,0.705,0.003,0.006,37086.0,9854.0,1.0
z_source[7765],-0.636,0.627,-1.837,0.601,0.003,0.006,38952.0,11240.0,1.0
z_source[7766],0.25,0.545,-0.84,1.277,0.003,0.005,36968.0,11364.0,1.0
z_source[7767],0.467,0.813,-1.106,2.081,0.004,0.007,37003.0,11366.0,1.0
z_source[7768],0.74,0.563,-0.364,1.831,0.003,0.005,39330.0,11266.0,1.0
z_source[7769],0.047,0.621,-1.139,1.297,0.003,0.006,40462.0,11984.0,1.0
z_source[7770],0.231,0.551,-0.83,1.367,0.003,0.005,33892.0,10999.0,1.0
z_source[7771],-0.276,0.52,-1.268,0.758,0.003,0.005,33712.0,10888.0,1.0
z_source[7772],0.397,0.397,-0.385,1.164,0.002,0.003,26525.0,11206.0,1.0
z_source[7773],-0.006,0.443,-0.883,0.846,0.003,0.004,30113.0,11311.0,1.0
z_source[7774],0.178,0.483,-0.746,1.148,0.003,0.004,32633.0,11171.0,1.0
z_source[7775],0.953,0.521,-0.058,1.983,0.003,0.005,32466.0,11363.0,1.0
z_source[7776],1.031,0.454,0.145,1.92,0.002,0.004,34047.0,11397.0,1.0
z_source[7777],0.024,0.585,-1.14,1.165,0.003,0.005,35781.0,11592.0,1.0
z_source[7778],0.823,0.587,-0.379,1.936,0.003,0.006,34925.0,11562.0,1.0
z_source[7779],0.876,0.642,-0.398,2.105,0.003,0.006,37515.0,11185.0,1.0
z_source[7780],-0.779,0.624,-1.994,0.432,0.003,0.006,35640.0,11670.0,1.0
z_source[7781],0.902,0.497,-0.087,1.877,0.003,0.004,34669.0,11549.0,1.0
z_source[7782],-0.275,0.55,-1.367,0.777,0.003,0.005,34225.0,10856.0,1.0
z_source[7783],-0.535,0.533,-1.618,0.461,0.003,0.005,34832.0,10505.0,1.0
z_source[7784],0.043,0.48,-0.917,0.953,0.003,0.004,32109.0,11584.0,1.0
z_source[7785],-0.592,0.499,-1.594,0.359,0.003,0.004,36339.0,12354.0,1.0
z_source[7786],-0.417,0.538,-1.488,0.63,0.003,0.005,37100.0,10736.0,1.0
z_source[7787],-0.477,0.541,-1.535,0.587,0.003,0.005,35756.0,12001.0,1.0
z_source[7788],0.221,0.473,-0.69,1.149,0.003,0.004,30651.0,10927.0,1.0
z_source[7789],0.238,0.581,-0.885,1.384,0.003,0.006,32112.0,10813.0,1.0
z_source[7790],-0.968,0.679,-2.334,0.33,0.003,0.006,41193.0,11922.0,1.0
z_source[7791],0.47,0.677,-0.884,1.747,0.004,0.006,37443.0,11850.0,1.0
z_source[7792],-0.158,0.614,-1.353,1.036,0.003,0.006,33077.0,11392.0,1.0
z_source[7793],-0.807,0.657,-2.084,0.479,0.003,0.006,36218.0,10096.0,1.0
z_source[7794],0.778,0.566,-0.313,1.906,0.003,0.005,35779.0,11917.0,1.0
z_source[7795],-0.195,0.597,-1.373,0.98,0.003,0.006,37907.0,11291.0,1.0
z_source[7796],-0.636,0.433,-1.506,0.18,0.002,0.004,30650.0,10584.0,1.0
z_source[7797],-0.446,0.497,-1.43,0.54,0.003,0.005,32893.0,11206.0,1.0
z_source[7798],-0.105,0.557,-1.186,0.987,0.003,0.006,37126.0,10823.0,1.0
z_source[7799],-1.291,0.597,-2.499,-0.148,0.003,0.006,33104.0,10722.0,1.0
z_source[7800],-0.854,0.6,-2.019,0.317,0.003,0.006,38977.0,11349.0,1.0
z_source[7801],-0.287,0.603,-1.472,0.882,0.003,0.006,32700.0,10256.0,1.0
z_source[7802],-0.079,0.988,-2.052,1.833,0.005,0.01,39970.0,10905.0,1.0
z_source[7803],-0.121,0.992,-2.063,1.801,0.005,0.009,39879.0,11476.0,1.0
z_source[7804],-0.079,0.965,-1.974,1.786,0.005,0.01,40819.0,11080.0,1.0
z_source[7805],-0.078,0.975,-1.924,1.865,0.005,0.009,43826.0,11766.0,1.0
z_source[7806],-0.153,1.005,-2.12,1.801,0.005,0.01,42036.0,9538.0,1.0
z_source[7807],-0.115,0.977,-2.062,1.736,0.005,0.01,41330.0,10102.0,1.0
z_source[7808],-0.542,0.903,-2.361,1.196,0.004,0.009,40894.0,10796.0,1.0
z_source[7809],0.109,0.903,-1.662,1.835,0.004,0.009,40470.0,10253.0,1.0
z_source[7810],-0.307,0.931,-2.143,1.5,0.005,0.009,41143.0,10945.0,1.0
z_source[7811],-0.148,0.959,-2.068,1.68,0.005,0.009,37044.0,10711.0,1.0
z_source[7812],-0.199,0.96,-2.117,1.633,0.005,0.01,44148.0,10496.0,1.0
z_source[7813],-0.127,0.982,-2.004,1.832,0.005,0.01,36221.0,10469.0,1.0
z_source[7814],-0.204,0.949,-2.055,1.621,0.005,0.01,38825.0,10657.0,1.0
z_source[7815],-0.198,0.939,-1.985,1.667,0.005,0.009,41447.0,10635.0,1.0
z_source[7816],-0.113,0.969,-1.998,1.801,0.005,0.009,37624.0,11740.0,1.0
z_source[7817],-0.238,0.954,-2.079,1.643,0.004,0.009,46223.0,10712.0,1.0
z_source[7818],-0.503,0.901,-2.239,1.28,0.004,0.009,41263.0,11331.0,1.0
z_source[7819],-0.16,0.965,-2.062,1.767,0.005,0.01,38990.0,10661.0,1.0
z_source[7820],-0.554,0.898,-2.398,1.112,0.004,0.009,41693.0,11424.0,1.0
z_source[7821],-0.373,0.929,-2.138,1.507,0.005,0.009,40743.0,11685.0,1.0
z_source[7822],0.056,0.889,-1.67,1.763,0.004,0.009,41790.0,11253.0,1.0
z_source[7823],-0.124,0.958,-2.018,1.741,0.005,0.009,40042.0,10791.0,1.0
z_source[7824],0.465,0.997,-1.381,2.512,0.005,0.01,40427.0,10605.0,1.0
z_source[7825],-0.011,1.011,-1.996,1.966,0.005,0.011,40118.0,10913.0,1.0
z_source[7826],-0.027,0.984,-1.927,1.896,0.005,0.01,42023.0,10541.0,1.0
z_source[7827],-0.118,0.972,-2.023,1.752,0.005,0.01,42264.0,10516.0,1.0
z_source[7828],-0.046,0.99,-1.95,1.913,0.005,0.01,38846.0,11052.0,1.0
z_source[7829],-0.057,0.986,-1.969,1.889,0.005,0.01,32513.0,10550.0,1.0
z_source[7830],-0.025,0.998,-1.957,1.952,0.005,0.01,35957.0,10695.0,1.0
z_source[7831],-0.024,0.99,-1.987,1.878,0.005,0.01,37898.0,10103.0,1.0
z_source[7832],-0.087,0.986,-1.982,1.911,0.005,0.01,36002.0,10606.0,1.0
z_source[7833],-0.426,0.925,-2.232,1.388,0.005,0.009,38182.0,11045.0,1.0
z_source[7834],-0.377,0.855,-2.033,1.309,0.004,0.009,40303.0,10051.0,1.0
z_source[7835],0.794,0.853,-0.881,2.453,0.004,0.008,41578.0,10663.0,1.0
z_source[7836],-0.054,0.874,-1.776,1.634,0.005,0.008,37176.0,11507.0,1.0
z_source[7837],-0.035,0.876,-1.777,1.641,0.004,0.008,43580.0,12208.0,1.0
z_source[7838],-0.754,0.777,-2.3,0.728,0.004,0.007,36716.0,11742.0,1.0
z_source[7839],0.334,0.657,-0.973,1.621,0.003,0.007,37760.0,10341.0,1.0
z_source[7840],0.33,0.578,-0.836,1.442,0.003,0.005,38383.0,10416.0,1.0
z_source[7841],-0.101,0.755,-1.603,1.337,0.004,0.007,40968.0,11611.0,1.0
z_source[7842],0.599,0.781,-0.936,2.135,0.004,0.008,40341.0,10124.0,1.0
z_source[7843],-0.37,0.834,-1.976,1.277,0.004,0.008,39959.0,11370.0,1.0
z_source[7844],-0.372,0.845,-2.027,1.261,0.004,0.008,45213.0,11018.0,1.0
z_source[7845],-0.253,0.956,-2.08,1.639,0.005,0.009,40101.0,10667.0,1.0
z_source[7846],0.404,0.817,-1.188,2.023,0.004,0.008,41715.0,10557.0,1.0
z_source[7847],-0.067,0.969,-1.953,1.826,0.005,0.01,41369.0,9032.0,1.0
z_source[7848],-0.074,0.971,-1.983,1.807,0.005,0.01,41184.0,10016.0,1.0
z_source[7849],0.486,0.895,-1.235,2.256,0.004,0.008,40104.0,11020.0,1.0
z_source[7850],0.029,0.831,-1.618,1.656,0.004,0.008,41411.0,11100.0,1.0
z_source[7851],-0.479,0.718,-1.885,0.938,0.004,0.007,36187.0,10856.0,1.0
z_source[7852],0.432,0.621,-0.799,1.645,0.004,0.006,30376.0,9622.0,1.0
z_source[7853],-0.543,0.84,-2.216,1.025,0.004,0.008,38110.0,10702.0,1.0
z_source[7854],-0.2,0.805,-1.847,1.307,0.004,0.008,36335.0,11062.0,1.0
z_source[7855],-0.126,0.817,-1.691,1.512,0.004,0.008,37725.0,10256.0,1.0
z_source[7856],-0.08,0.882,-1.824,1.605,0.004,0.008,45175.0,11641.0,1.0
z_source[7857],0.337,0.857,-1.3,2.055,0.004,0.008,39564.0,11056.0,1.0
z_source[7858],0.222,0.928,-1.603,2.031,0.005,0.01,40042.0,10483.0,1.0
z_source[7859],-0.788,0.862,-2.501,0.853,0.004,0.008,39423.0,10177.0,1.0
z_source[7860],-0.048,0.9,-1.801,1.741,0.004,0.009,41205.0,10447.0,1.0
z_source[7861],0.038,0.778,-1.486,1.552,0.004,0.008,42883.0,11221.0,1.0
z_source[7862],0.849,0.786,-0.669,2.407,0.004,0.008,41576.0,10387.0,1.0
z_source[7863],1.025,0.554,-0.02,2.145,0.003,0.005,31957.0,10551.0,1.0
z_source[7864],-0.252,0.736,-1.707,1.158,0.004,0.007,34269.0,10962.0,1.0
z_source[7865],0.245,0.747,-1.252,1.706,0.004,0.007,43129.0,10935.0,1.0
z_source[7866],0.589,0.827,-1.059,2.18,0.004,0.008,41394.0,11077.0,1.0
z_source[7867],-0.378,0.789,-1.937,1.156,0.004,0.008,42140.0,11082.0,1.0
z_source[7868],0.511,0.768,-1.0,1.999,0.004,0.007,43265.0,10894.0,1.0
z_source[7869],0.136,0.838,-1.511,1.75,0.004,0.008,41676.0,10791.0,1.0
z_source[7870],0.003,0.783,-1.625,1.476,0.004,0.008,35572.0,10645.0,1.0
z_source[7871],0.492,0.726,-1.011,1.849,0.004,0.007,37713.0,10975.0,1.0
z_source[7872],1.675,0.66,0.413,2.976,0.003,0.006,37584.0,11529.0,1.0
z_source[7873],1.648,0.703,0.285,3.032,0.003,0.007,42267.0,10847.0,1.0
z_source[7874],1.049,0.614,-0.156,2.24,0.003,0.006,36812.0,10224.0,1.0
z_source[7875],0.461,0.691,-0.949,1.736,0.004,0.006,35933.0,11018.0,1.0
z_source[7876],0.813,0.574,-0.29,1.946,0.003,0.005,35735.0,10379.0,1.0
z_source[7877],1.095,0.655,-0.191,2.368,0.003,0.006,36958.0,10625.0,1.0
z_source[7878],2.499,0.621,1.246,3.692,0.003,0.006,39559.0,11631.0,1.0
z_source[7879],0.742,0.717,-0.672,2.152,0.004,0.007,36785.0,10709.0,1.0
z_source[7880],0.883,0.765,-0.632,2.366,0.004,0.007,39214.0,11348.0,1.0
z_source[7881],0.91,0.627,-0.3,2.146,0.003,0.006,40816.0,11323.0,1.0
z_source[7882],1.239,0.708,-0.166,2.575,0.004,0.007,39423.0,11490.0,1.0
z_source[7883],1.375,0.66,0.106,2.665,0.003,0.007,38420.0,11040.0,1.0
z_source[7884],1.425,0.7,0.1,2.84,0.004,0.007,35960.0,11035.0,1.0
z_source[7885],1.162,0.675,-0.204,2.431,0.003,0.006,38209.0,11358.0,1.0
z_source[7886],0.715,0.621,-0.506,1.928,0.003,0.006,35829.0,11298.0,1.0
z_source[7887],0.907,0.592,-0.256,2.076,0.003,0.006,36786.0,10685.0,1.0
z_source[7888],1.029,0.541,-0.029,2.1,0.003,0.005,34792.0,10955.0,1.0
z_source[7889],0.741,0.722,-0.635,2.18,0.004,0.007,36318.0,10355.0,1.0
z_source[7890],1.282,0.713,-0.137,2.667,0.004,0.007,37822.0,10971.0,1.0
z_source[7891],0.684,0.645,-0.564,1.968,0.003,0.006,36658.0,10883.0,1.0
z_source[7892],0.606,0.703,-0.764,2.011,0.004,0.007,36982.0,10832.0,1.0
z_source[7893],-0.277,0.971,-2.147,1.635,0.005,0.009,42525.0,11378.0,1.0
z_source[7894],0.14,0.965,-1.716,2.076,0.005,0.009,37523.0,10829.0,1.0
z_source[7895],0.208,0.943,-1.595,2.063,0.005,0.01,38683.0,10742.0,1.0
z_source[7896],0.123,0.979,-1.77,2.03,0.005,0.01,45047.0,11408.0,1.0
z_source[7897],0.745,0.916,-1.076,2.504,0.004,0.009,43268.0,11205.0,1.0
z_source[7898],0.042,0.893,-1.687,1.846,0.005,0.009,39231.0,10139.0,1.0
z_source[7899],0.598,0.973,-1.362,2.48,0.005,0.01,43147.0,10388.0,1.0
z_source[7900],-0.143,0.979,-1.996,1.851,0.005,0.01,41774.0,10904.0,1.0
z_source[7901],0.041,0.844,-1.614,1.688,0.004,0.008,43423.0,11317.0,1.0
z_source[7902],-0.095,0.884,-1.794,1.665,0.004,0.009,39459.0,10424.0,1.0
z_source[7903],0.951,0.828,-0.736,2.522,0.004,0.008,36676.0,10844.0,1.0
z_source[7904],0.251,0.83,-1.4,1.856,0.004,0.008,38652.0,10648.0,1.0
z_source[7905],0.559,0.866,-1.108,2.281,0.004,0.008,37205.0,11683.0,1.0
z_source[7906],-0.134,0.803,-1.702,1.437,0.004,0.008,40128.0,10371.0,1.0
z_source[7907],0.131,0.823,-1.447,1.773,0.004,0.008,37476.0,11566.0,1.0
z_source[7908],0.297,0.9,-1.47,2.048,0.004,0.008,43387.0,11637.0,1.0
z_source[7909],0.334,0.947,-1.495,2.222,0.005,0.009,43587.0,10998.0,1.0
z_source[7910],0.168,0.814,-1.387,1.811,0.004,0.008,36031.0,11194.0,1.0
z_source[7911],-0.239,0.962,-2.014,1.751,0.005,0.009,43389.0,10805.0,1.0
z_source[7912],-0.095,0.984,-1.999,1.861,0.005,0.01,41491.0,10494.0,1.0
z_source[7913],-0.372,0.947,-2.199,1.492,0.005,0.009,40076.0,10983.0,1.0
z_source[7914],-0.356,0.946,-2.172,1.48,0.005,0.009,41316.0,11540.0,1.0
z_source[7915],0.113,0.954,-1.781,1.967,0.005,0.01,41261.0,10683.0,1.0
z_source[7916],0.19,0.91,-1.577,1.972,0.005,0.009,38818.0,11010.0,1.0
z_source[7917],0.292,0.972,-1.573,2.221,0.005,0.009,40817.0,11209.0,1.0
z_source[7918],-0.163,0.982,-2.071,1.736,0.005,0.01,38510.0,11371.0,1.0
z_source[7919],-0.148,0.987,-2.123,1.75,0.005,0.01,40471.0,9666.0,1.0
z_source[7920],-0.041,0.928,-1.838,1.797,0.004,0.01,42868.0,10815.0,1.0
z_source[7921],-0.104,0.923,-1.923,1.687,0.005,0.009,37878.0,11402.0,1.0
z_source[7922],0.598,0.957,-1.255,2.487,0.005,0.009,42584.0,11367.0,1.0
z_source[7923],-0.241,0.958,-2.056,1.678,0.005,0.009,42106.0,11235.0,1.0
z_source[7924],0.528,0.953,-1.379,2.385,0.005,0.009,40160.0,10701.0,1.0
z_source[7925],-0.51,0.926,-2.32,1.299,0.005,0.009,39224.0,11354.0,1.0
z_source[7926],-0.377,0.936,-2.221,1.412,0.005,0.009,38226.0,10763.0,1.0
z_source[7927],-0.404,0.881,-2.142,1.304,0.004,0.008,41405.0,10928.0,1.0
z_source[7928],-0.348,0.839,-2.033,1.27,0.004,0.008,39544.0,11275.0,1.0
z_source[7929],-0.288,0.902,-2.089,1.462,0.005,0.009,36105.0,10799.0,1.0
z_source[7930],-0.051,0.886,-1.844,1.621,0.004,0.009,40598.0,9958.0,1.0
z_source[7931],-0.665,0.901,-2.456,1.066,0.005,0.009,39095.0,11145.0,1.0
z_source[7932],-0.362,0.852,-1.974,1.334,0.004,0.008,39321.0,10464.0,1.0
z_source[7933],0.27,0.718,-1.147,1.663,0.004,0.007,41612.0,11432.0,1.0
z_source[7934],-0.505,0.767,-2.017,0.931,0.004,0.007,34906.0,11677.0,1.0
z_source[7935],1.179,0.744,-0.318,2.578,0.004,0.007,38232.0,11256.0,1.0
z_source[7936],-1.109,0.809,-2.76,0.424,0.004,0.008,38453.0,11275.0,1.0
z_source[7937],0.813,0.778,-0.656,2.375,0.004,0.007,39417.0,11487.0,1.0
z_source[7938],1.163,0.673,-0.156,2.445,0.004,0.006,33818.0,10630.0,1.0
z_source[7939],-0.775,0.786,-2.29,0.769,0.004,0.008,38445.0,10817.0,1.0
z_source[7940],0.332,0.728,-1.121,1.726,0.004,0.007,37246.0,10947.0,1.0
z_source[7941],-0.187,0.744,-1.615,1.301,0.004,0.007,37614.0,11208.0,1.0
z_source[7942],-0.581,0.846,-2.253,1.028,0.004,0.008,43023.0,10976.0,1.0
z_source[7943],-0.792,0.79,-2.369,0.713,0.004,0.008,42117.0,10429.0,1.0
z_source[7944],0.605,0.777,-0.934,2.115,0.004,0.007,39624.0,11154.0,1.0
z_source[7945],0.228,0.76,-1.255,1.725,0.004,0.007,41385.0,11903.0,1.0
z_source[7946],-0.458,0.803,-2.076,1.08,0.004,0.008,35912.0,10710.0,1.0
z_source[7947],-0.525,0.839,-2.156,1.122,0.004,0.008,43585.0,11254.0,1.0
z_source[7948],-0.602,0.816,-2.209,0.977,0.004,0.008,39250.0,10107.0,1.0
z_source[7949],-0.355,0.718,-1.771,1.044,0.004,0.007,34610.0,10705.0,1.0
z_source[7950],-0.749,0.839,-2.451,0.817,0.004,0.007,42044.0,12093.0,1.0
z_source[7951],-0.397,0.758,-1.905,1.068,0.004,0.007,38273.0,11197.0,1.0
z_source[7952],-0.705,0.741,-2.15,0.731,0.004,0.007,33339.0,10912.0,1.0
z_source[7953],0.382,0.597,-0.782,1.566,0.003,0.006,33113.0,9155.0,1.0
z_source[7954],0.044,0.482,-0.877,1.022,0.003,0.004,32511.0,11790.0,1.0
z_source[7955],0.889,0.482,-0.027,1.838,0.003,0.004,30702.0,12033.0,1.0
z_source[7956],0.581,0.473,-0.349,1.495,0.003,0.004,28507.0,11531.0,1.0
z_source[7957],-0.136,0.563,-1.241,0.942,0.003,0.005,33750.0,11256.0,1.0
