,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha_country[61],-1.792,0.224,-2.233,-1.364,0.002,0.002,8063.0,10210.0,1.0
alpha_country[62],-1.853,0.263,-2.38,-1.35,0.002,0.002,14634.0,12003.0,1.0
alpha_country[63],-2.179,0.24,-2.644,-1.703,0.002,0.002,9370.0,10854.0,1.0
alpha_country[64],-1.567,0.218,-1.986,-1.141,0.002,0.002,12753.0,12421.0,1.0
alpha_country[65],-2.071,0.226,-2.519,-1.638,0.002,0.002,9126.0,10656.0,1.0
alpha_country[66],-1.817,0.207,-2.215,-1.407,0.003,0.002,5722.0,8262.0,1.0
alpha_country[67],-1.105,0.178,-1.444,-0.747,0.002,0.001,10905.0,11456.0,1.0
alpha_country[68],-1.708,0.225,-2.165,-1.283,0.002,0.002,12946.0,11655.0,1.0
alpha_country[69],-2.211,0.241,-2.7,-1.756,0.002,0.002,9925.0,10816.0,1.0
alpha_country[70],-2.007,0.209,-2.402,-1.583,0.002,0.002,7865.0,9555.0,1.0
alpha_country[71],-1.873,0.208,-2.286,-1.477,0.002,0.002,6913.0,9175.0,1.0
alpha_country[72],-2.638,0.251,-3.126,-2.147,0.003,0.002,7725.0,8576.0,1.0
p_source[0],0.091,0.044,0.022,0.179,0.0,0.0,26939.0,10584.0,1.0
p_source[1],0.319,0.065,0.197,0.453,0.0,0.001,33493.0,10675.0,1.0
p_source[2],0.116,0.059,0.025,0.233,0.0,0.001,23785.0,12094.0,1.0
p_source[3],0.214,0.008,0.199,0.228,0.0,0.0,16195.0,12250.0,1.0
p_source[4],0.112,0.006,0.1,0.125,0.0,0.0,16281.0,10474.0,1.0
p_source[5],0.079,0.046,0.014,0.17,0.0,0.001,25944.0,12255.0,1.0
p_source[6],0.044,0.006,0.032,0.056,0.0,0.0,17817.0,11035.0,1.0
p_source[7],0.163,0.038,0.094,0.242,0.0,0.0,34267.0,9979.0,1.0
p_source[8],0.123,0.041,0.049,0.204,0.0,0.0,33235.0,11357.0,1.0
p_source[9],0.164,0.012,0.14,0.189,0.0,0.0,16019.0,12408.0,1.0
p_source[10],0.127,0.007,0.114,0.14,0.0,0.0,16553.0,11454.0,1.0
p_source[11],0.099,0.004,0.091,0.107,0.0,0.0,15546.0,12159.0,1.0
p_source[12],0.413,0.021,0.371,0.454,0.0,0.0,15555.0,12996.0,1.0
p_source[13],0.135,0.011,0.114,0.158,0.0,0.0,15328.0,9718.0,1.0
p_source[14],0.153,0.015,0.124,0.181,0.0,0.0,16606.0,11529.0,1.0
p_source[15],0.17,0.008,0.153,0.187,0.0,0.0,15557.0,11792.0,1.0
p_source[16],0.21,0.006,0.199,0.221,0.0,0.0,16233.0,13728.0,1.0
p_source[17],0.086,0.005,0.077,0.095,0.0,0.0,16463.0,12495.0,1.0
p_source[18],0.085,0.03,0.036,0.147,0.0,0.0,26109.0,10151.0,1.0
p_source[19],0.053,0.007,0.039,0.066,0.0,0.0,17876.0,13144.0,1.0
p_source[20],0.225,0.028,0.168,0.279,0.0,0.0,17713.0,10929.0,1.0
p_source[21],0.056,0.029,0.011,0.112,0.0,0.0,25750.0,12032.0,1.0
p_source[22],0.208,0.026,0.16,0.26,0.0,0.0,17258.0,10160.0,1.0
p_source[23],0.058,0.005,0.049,0.067,0.0,0.0,15646.0,9969.0,1.0
p_source[24],0.309,0.072,0.171,0.452,0.0,0.001,26204.0,11141.0,1.0
p_source[25],0.289,0.014,0.262,0.315,0.0,0.0,16191.0,13697.0,1.0
p_source[26],0.101,0.007,0.088,0.116,0.0,0.0,15870.0,12548.0,1.0
p_source[27],0.181,0.06,0.074,0.3,0.0,0.001,30365.0,10507.0,1.0
p_source[28],0.26,0.038,0.19,0.336,0.0,0.0,21667.0,12009.0,1.0
p_source[29],0.061,0.032,0.011,0.124,0.0,0.0,24758.0,11738.0,1.0
p_source[30],0.221,0.035,0.154,0.291,0.0,0.0,26724.0,11327.0,1.0
p_source[31],0.035,0.007,0.022,0.048,0.0,0.0,19435.0,11649.0,1.0
p_source[32],0.201,0.018,0.167,0.236,0.0,0.0,16447.0,12692.0,1.0
p_source[33],0.193,0.016,0.163,0.224,0.0,0.0,15942.0,12994.0,1.0
p_source[34],0.022,0.002,0.019,0.025,0.0,0.0,16436.0,14494.0,1.0
p_source[35],0.102,0.01,0.084,0.121,0.0,0.0,16518.0,11868.0,1.0
p_source[36],0.077,0.014,0.051,0.104,0.0,0.0,21102.0,9853.0,1.0
p_source[37],0.064,0.014,0.038,0.092,0.0,0.0,19293.0,13095.0,1.0
p_source[38],0.159,0.049,0.068,0.254,0.0,0.0,29578.0,11742.0,1.0
p_source[39],0.149,0.05,0.058,0.245,0.0,0.001,34642.0,10743.0,1.0
p_source[40],0.21,0.007,0.197,0.223,0.0,0.0,15959.0,12736.0,1.0
p_source[41],0.083,0.006,0.071,0.095,0.0,0.0,16235.0,12120.0,1.0
p_source[42],0.205,0.054,0.106,0.314,0.0,0.0,23558.0,11147.0,1.0
p_source[43],0.115,0.033,0.053,0.181,0.0,0.0,23831.0,12529.0,1.0
p_source[44],0.301,0.018,0.266,0.335,0.0,0.0,14679.0,12522.0,1.0
p_source[45],0.173,0.004,0.165,0.181,0.0,0.0,15609.0,13409.0,1.0
p_source[46],0.094,0.004,0.085,0.102,0.0,0.0,16175.0,13873.0,1.0
p_source[47],0.149,0.011,0.127,0.171,0.0,0.0,16257.0,12775.0,1.0
p_source[48],0.3,0.054,0.199,0.416,0.0,0.001,26365.0,12871.0,1.0
p_source[49],0.132,0.047,0.048,0.225,0.0,0.0,24984.0,12003.0,1.0
p_source[50],0.094,0.032,0.037,0.155,0.0,0.0,25876.0,12224.0,1.0
p_source[51],0.275,0.01,0.255,0.295,0.0,0.0,17186.0,11546.0,1.0
p_source[52],0.341,0.008,0.325,0.356,0.0,0.0,14725.0,12391.0,1.0
p_source[53],0.126,0.06,0.03,0.243,0.0,0.001,29779.0,12327.0,1.0
p_source[54],0.11,0.005,0.101,0.12,0.0,0.0,16038.0,12492.0,1.0
p_source[55],0.052,0.005,0.043,0.062,0.0,0.0,16228.0,11181.0,1.0
p_source[56],0.188,0.005,0.179,0.197,0.0,0.0,16152.0,13753.0,1.0
p_source[57],0.183,0.019,0.145,0.222,0.0,0.0,17133.0,10402.0,1.0
p_source[58],0.165,0.005,0.155,0.175,0.0,0.0,16044.0,13420.0,1.0
p_source[59],0.099,0.005,0.089,0.108,0.0,0.0,15896.0,11753.0,1.0
p_source[60],0.138,0.012,0.114,0.161,0.0,0.0,14900.0,9339.0,1.0
p_source[61],0.123,0.006,0.111,0.135,0.0,0.0,16227.0,10620.0,1.0
p_source[62],0.127,0.029,0.071,0.185,0.0,0.0,20421.0,12460.0,1.0
p_source[63],0.152,0.062,0.045,0.274,0.0,0.001,26432.0,11813.0,1.0
p_source[64],0.129,0.025,0.083,0.179,0.0,0.0,26618.0,13362.0,1.0
p_source[65],0.123,0.013,0.1,0.149,0.0,0.0,16770.0,11985.0,1.0
p_source[66],0.082,0.008,0.066,0.098,0.0,0.0,16590.0,10164.0,1.0
p_source[67],0.173,0.029,0.117,0.229,0.0,0.0,24653.0,13210.0,1.0
p_source[68],0.136,0.01,0.117,0.155,0.0,0.0,15996.0,12101.0,1.0
p_source[69],0.185,0.017,0.152,0.218,0.0,0.0,16009.0,11101.0,1.0
p_source[70],0.193,0.009,0.176,0.21,0.0,0.0,16131.0,13056.0,1.0
p_source[71],0.23,0.01,0.21,0.25,0.0,0.0,15720.0,12408.0,1.0
p_source[72],0.197,0.074,0.068,0.344,0.0,0.001,24315.0,11503.0,1.0
p_source[73],0.122,0.006,0.111,0.133,0.0,0.0,16426.0,13198.0,1.0
p_source[74],0.192,0.014,0.166,0.219,0.0,0.0,15684.0,12366.0,1.0
p_source[75],0.111,0.006,0.099,0.122,0.0,0.0,16270.0,13067.0,1.0
p_source[76],0.133,0.021,0.092,0.175,0.0,0.0,26628.0,11794.0,1.0
p_source[77],0.114,0.009,0.096,0.132,0.0,0.0,15974.0,11217.0,1.0
p_source[78],0.24,0.026,0.189,0.291,0.0,0.0,23012.0,12595.0,1.0
p_source[79],0.193,0.028,0.14,0.249,0.0,0.0,21623.0,13569.0,1.0
p_source[80],0.14,0.007,0.126,0.154,0.0,0.0,16444.0,11769.0,1.0
p_source[81],0.134,0.027,0.084,0.187,0.0,0.0,33685.0,12284.0,1.0
p_source[82],0.193,0.005,0.184,0.203,0.0,0.0,16389.0,13976.0,1.0
p_source[83],0.2,0.052,0.108,0.308,0.0,0.0,31228.0,11657.0,1.0
p_source[84],0.171,0.005,0.16,0.18,0.0,0.0,15861.0,13581.0,1.0
p_source[85],0.222,0.008,0.206,0.237,0.0,0.0,15967.0,13951.0,1.0
p_source[86],0.189,0.009,0.17,0.207,0.0,0.0,15543.0,12277.0,1.0
p_source[87],0.04,0.006,0.028,0.053,0.0,0.0,18395.0,9805.0,1.0
p_source[88],0.224,0.011,0.201,0.245,0.0,0.0,15776.0,12337.0,1.0
p_source[89],0.161,0.033,0.097,0.225,0.0,0.0,26615.0,11260.0,1.0
p_source[90],0.184,0.054,0.086,0.293,0.0,0.0,30681.0,11506.0,1.0
p_source[91],0.178,0.031,0.121,0.241,0.0,0.0,27498.0,11573.0,1.0
p_source[92],0.25,0.034,0.185,0.317,0.0,0.0,26434.0,11669.0,1.0
p_source[93],0.198,0.012,0.175,0.221,0.0,0.0,15487.0,11777.0,1.0
p_source[94],0.144,0.047,0.058,0.237,0.0,0.0,31615.0,12150.0,1.0
p_source[95],0.219,0.052,0.121,0.321,0.0,0.0,30401.0,11164.0,1.0
p_source[96],0.079,0.005,0.069,0.089,0.0,0.0,15940.0,12849.0,1.0
p_source[97],0.118,0.064,0.02,0.245,0.0,0.001,28088.0,11800.0,1.0
p_source[98],0.101,0.05,0.019,0.198,0.0,0.001,30855.0,12367.0,1.0
p_source[99],0.055,0.002,0.05,0.059,0.0,0.0,15851.0,12081.0,1.0
p_source[100],0.12,0.017,0.087,0.154,0.0,0.0,16034.0,10088.0,1.0
p_source[101],0.2,0.02,0.162,0.24,0.0,0.0,16145.0,11290.0,1.0
p_source[102],0.053,0.012,0.031,0.076,0.0,0.0,31037.0,11051.0,1.0
p_source[103],0.119,0.006,0.106,0.131,0.0,0.0,15887.0,13271.0,1.0
p_source[104],0.169,0.014,0.143,0.197,0.0,0.0,15841.0,13786.0,1.0
p_source[105],0.137,0.036,0.072,0.208,0.0,0.0,29452.0,13028.0,1.0
p_source[106],0.233,0.041,0.154,0.312,0.0,0.0,22406.0,10567.0,1.0
p_source[107],0.161,0.073,0.041,0.308,0.0,0.001,25068.0,11130.0,1.0
p_source[108],0.211,0.006,0.199,0.222,0.0,0.0,15703.0,14302.0,1.0
p_source[109],0.15,0.057,0.054,0.263,0.0,0.001,27069.0,12041.0,1.0
p_source[110],0.109,0.049,0.028,0.205,0.0,0.001,26662.0,11769.0,1.0
p_source[111],0.157,0.035,0.094,0.23,0.0,0.0,25868.0,12509.0,1.0
p_source[112],0.173,0.021,0.133,0.215,0.0,0.0,18182.0,11456.0,1.0
p_source[113],0.096,0.052,0.02,0.2,0.0,0.001,29661.0,11898.0,1.0
p_source[114],0.176,0.055,0.076,0.286,0.0,0.001,22779.0,12204.0,1.0
p_source[115],0.127,0.01,0.108,0.148,0.0,0.0,16601.0,12661.0,1.0
p_source[116],0.134,0.008,0.119,0.149,0.0,0.0,16544.0,11736.0,1.0
p_source[117],0.154,0.005,0.143,0.164,0.0,0.0,16067.0,13089.0,1.0
p_source[118],0.042,0.004,0.035,0.05,0.0,0.0,16042.0,11515.0,1.0
p_source[119],0.16,0.039,0.086,0.235,0.0,0.0,34310.0,11684.0,1.0
p_source[120],0.111,0.004,0.103,0.119,0.0,0.0,16411.0,12216.0,1.0
p_source[121],0.19,0.006,0.179,0.2,0.0,0.0,15506.0,13991.0,1.0
p_source[122],0.151,0.054,0.057,0.257,0.0,0.0,32766.0,11740.0,1.0
p_source[123],0.145,0.055,0.049,0.254,0.0,0.001,26574.0,12352.0,1.0
p_source[124],0.13,0.009,0.114,0.148,0.0,0.0,16257.0,12331.0,1.0
p_source[125],0.102,0.047,0.023,0.192,0.0,0.0,24069.0,11979.0,1.0
p_source[126],0.177,0.013,0.152,0.204,0.0,0.0,16038.0,13049.0,1.0
p_source[127],0.17,0.014,0.142,0.198,0.0,0.0,15923.0,12836.0,1.0
p_source[128],0.166,0.012,0.142,0.191,0.0,0.0,15987.0,11943.0,1.0
p_source[129],0.188,0.012,0.164,0.211,0.0,0.0,15962.0,12713.0,1.0
p_source[130],0.199,0.007,0.184,0.213,0.0,0.0,15919.0,12904.0,1.0
p_source[131],0.156,0.05,0.066,0.257,0.0,0.0,28526.0,11636.0,1.0
p_source[132],0.261,0.03,0.204,0.323,0.0,0.0,15716.0,9668.0,1.0
p_source[133],0.284,0.018,0.249,0.322,0.0,0.0,21426.0,12320.0,1.0
p_source[134],0.144,0.007,0.131,0.158,0.0,0.0,16714.0,12695.0,1.0
p_source[135],0.076,0.005,0.066,0.086,0.0,0.0,16356.0,11881.0,1.0
p_source[136],0.03,0.008,0.016,0.045,0.0,0.0,17245.0,11093.0,1.0
p_source[137],0.131,0.037,0.061,0.204,0.0,0.0,30529.0,12233.0,1.0
p_source[138],0.204,0.009,0.187,0.222,0.0,0.0,16792.0,12132.0,1.0
p_source[139],0.025,0.006,0.015,0.037,0.0,0.0,19290.0,10905.0,1.0
p_source[140],0.122,0.018,0.088,0.157,0.0,0.0,16327.0,10840.0,1.0
p_source[141],0.053,0.007,0.039,0.068,0.0,0.0,16377.0,10914.0,1.0
p_source[142],0.097,0.048,0.021,0.191,0.0,0.001,24933.0,12382.0,1.0
p_source[143],0.091,0.006,0.079,0.104,0.0,0.0,16495.0,13236.0,1.0
p_source[144],0.141,0.006,0.129,0.153,0.0,0.0,16431.0,13157.0,1.0
p_source[145],0.28,0.026,0.229,0.329,0.0,0.0,15037.0,10691.0,1.0
p_source[146],0.073,0.009,0.056,0.09,0.0,0.0,15154.0,10956.0,1.0
p_source[147],0.186,0.008,0.171,0.202,0.0,0.0,16086.0,13507.0,1.0
p_source[148],0.061,0.016,0.031,0.092,0.0,0.0,28479.0,11823.0,1.0
p_source[149],0.23,0.078,0.091,0.383,0.0,0.001,25824.0,11429.0,1.0
p_source[150],0.111,0.023,0.07,0.158,0.0,0.0,29752.0,10778.0,1.0
p_source[151],0.164,0.041,0.087,0.244,0.0,0.0,32281.0,11323.0,1.0
p_source[152],0.359,0.096,0.182,0.552,0.001,0.001,26693.0,11036.0,1.0
p_source[153],0.085,0.027,0.037,0.139,0.0,0.0,21914.0,11764.0,1.0
p_source[154],0.181,0.073,0.056,0.327,0.001,0.001,20638.0,10865.0,1.0
p_source[155],0.189,0.004,0.18,0.197,0.0,0.0,15776.0,12523.0,1.0
p_source[156],0.127,0.026,0.077,0.177,0.0,0.0,30173.0,11170.0,1.0
p_source[157],0.204,0.011,0.182,0.225,0.0,0.0,15811.0,12665.0,1.0
p_source[158],0.291,0.02,0.253,0.33,0.0,0.0,17518.0,13479.0,1.0
p_source[159],0.179,0.005,0.169,0.189,0.0,0.0,16163.0,13374.0,1.0
p_source[160],0.194,0.008,0.178,0.209,0.0,0.0,15898.0,13453.0,1.0
p_source[161],0.127,0.007,0.113,0.139,0.0,0.0,15841.0,12615.0,1.0
p_source[162],0.117,0.007,0.103,0.131,0.0,0.0,16712.0,11751.0,1.0
p_source[163],0.231,0.01,0.212,0.25,0.0,0.0,15731.0,14457.0,1.0
p_source[164],0.055,0.009,0.037,0.073,0.0,0.0,21167.0,12094.0,1.0
p_source[165],0.043,0.009,0.026,0.062,0.0,0.0,28329.0,10888.0,1.0
p_source[166],0.076,0.003,0.069,0.082,0.0,0.0,15757.0,13657.0,1.0
p_source[167],0.09,0.008,0.075,0.106,0.0,0.0,16274.0,12896.0,1.0
p_source[168],0.225,0.013,0.198,0.251,0.0,0.0,16247.0,10735.0,1.0
p_source[169],0.132,0.004,0.124,0.139,0.0,0.0,15882.0,13461.0,1.0
p_source[170],0.129,0.029,0.073,0.186,0.0,0.0,34551.0,10785.0,1.0
p_source[171],0.076,0.025,0.032,0.126,0.0,0.0,34348.0,11633.0,1.0
p_source[172],0.155,0.027,0.104,0.209,0.0,0.0,14628.0,12480.0,1.0
p_source[173],0.101,0.009,0.084,0.119,0.0,0.0,16686.0,11067.0,1.0
p_source[174],0.191,0.041,0.119,0.274,0.0,0.0,15980.0,13546.0,1.0
p_source[175],0.137,0.015,0.108,0.168,0.0,0.0,15966.0,10517.0,1.0
p_source[176],0.146,0.059,0.046,0.265,0.0,0.001,35654.0,11227.0,1.0
p_source[177],0.144,0.006,0.132,0.156,0.0,0.0,14972.0,12588.0,1.0
p_source[178],0.285,0.014,0.257,0.311,0.0,0.0,16372.0,11220.0,1.0
p_source[179],0.158,0.065,0.053,0.292,0.0,0.001,27444.0,12639.0,1.0
p_source[180],0.098,0.013,0.073,0.125,0.0,0.0,16623.0,11194.0,1.0
p_source[181],0.058,0.008,0.042,0.074,0.0,0.0,18122.0,10938.0,1.0
p_source[182],0.237,0.015,0.207,0.267,0.0,0.0,15184.0,10711.0,1.0
p_source[183],0.057,0.019,0.023,0.095,0.0,0.0,30051.0,11149.0,1.0
p_source[184],0.121,0.005,0.112,0.13,0.0,0.0,16430.0,13214.0,1.0
p_source[185],0.213,0.006,0.202,0.225,0.0,0.0,15647.0,11382.0,1.0
p_source[186],0.15,0.064,0.046,0.28,0.0,0.001,35572.0,11548.0,1.0
p_source[187],0.183,0.014,0.156,0.211,0.0,0.0,16848.0,10963.0,1.0
p_source[188],0.173,0.062,0.063,0.297,0.0,0.001,28452.0,11157.0,1.0
p_source[189],0.132,0.016,0.102,0.163,0.0,0.0,20479.0,12337.0,1.0
p_source[190],0.174,0.007,0.16,0.188,0.0,0.0,16475.0,12753.0,1.0
p_source[191],0.196,0.013,0.17,0.22,0.0,0.0,15318.0,12364.0,1.0
p_source[192],0.14,0.009,0.122,0.158,0.0,0.0,16119.0,13510.0,1.0
p_source[193],0.124,0.024,0.079,0.171,0.0,0.0,33034.0,12433.0,1.0
p_source[194],0.147,0.005,0.138,0.157,0.0,0.0,15749.0,12926.0,1.0
p_source[195],0.035,0.011,0.015,0.058,0.0,0.0,27479.0,12457.0,1.0
p_source[196],0.28,0.013,0.253,0.304,0.0,0.0,15289.0,13215.0,1.0
p_source[197],0.265,0.018,0.23,0.299,0.0,0.0,16722.0,13586.0,1.0
p_source[198],0.121,0.005,0.11,0.13,0.0,0.0,15679.0,11553.0,1.0
p_source[199],0.063,0.02,0.027,0.101,0.0,0.0,30632.0,11242.0,1.0
p_source[200],0.219,0.046,0.132,0.311,0.0,0.0,21880.0,11646.0,1.0
p_source[201],0.095,0.004,0.087,0.104,0.0,0.0,15458.0,11849.0,1.0
p_source[202],0.131,0.017,0.099,0.164,0.0,0.0,18418.0,11927.0,1.0
p_source[203],0.118,0.009,0.101,0.135,0.0,0.0,16316.0,14168.0,1.0
p_source[204],0.298,0.05,0.2,0.394,0.0,0.0,27858.0,10265.0,1.0
p_source[205],0.302,0.036,0.232,0.373,0.0,0.0,24768.0,13175.0,1.0
p_source[206],0.142,0.069,0.034,0.284,0.0,0.001,23656.0,11395.0,1.0
p_source[207],0.021,0.001,0.018,0.023,0.0,0.0,16260.0,13108.0,1.0
p_source[208],0.193,0.03,0.136,0.253,0.0,0.0,26144.0,10176.0,1.0
p_source[209],0.217,0.014,0.191,0.243,0.0,0.0,16109.0,13079.0,1.0
p_source[210],0.105,0.005,0.095,0.115,0.0,0.0,15158.0,12868.0,1.0
p_source[211],0.169,0.008,0.153,0.185,0.0,0.0,16986.0,11244.0,1.0
p_source[212],0.209,0.005,0.2,0.218,0.0,0.0,15994.0,14051.0,1.0
p_source[213],0.073,0.033,0.021,0.141,0.0,0.0,28377.0,11473.0,1.0
p_source[214],0.267,0.029,0.21,0.323,0.0,0.0,24369.0,12491.0,1.0
p_source[215],0.167,0.015,0.138,0.196,0.0,0.0,15192.0,11725.0,1.0
p_source[216],0.16,0.015,0.131,0.191,0.0,0.0,16383.0,9140.0,1.0
p_source[217],0.195,0.01,0.176,0.215,0.0,0.0,16142.0,11924.0,1.0
p_source[218],0.163,0.007,0.151,0.177,0.0,0.0,16010.0,13107.0,1.0
p_source[219],0.173,0.026,0.122,0.223,0.0,0.0,21206.0,11172.0,1.0
p_source[220],0.067,0.038,0.012,0.143,0.0,0.0,24645.0,12424.0,1.0
p_source[221],0.07,0.005,0.06,0.08,0.0,0.0,15448.0,12562.0,1.0
p_source[222],0.108,0.011,0.087,0.131,0.0,0.0,15952.0,12554.0,1.0
p_source[223],0.154,0.01,0.135,0.173,0.0,0.0,16235.0,14076.0,1.0
p_source[224],0.103,0.058,0.017,0.216,0.0,0.001,23994.0,11912.0,1.0
p_source[225],0.109,0.022,0.068,0.152,0.0,0.0,35794.0,10423.0,1.0
p_source[226],0.212,0.008,0.196,0.228,0.0,0.0,15643.0,13970.0,1.0
p_source[227],0.179,0.014,0.151,0.207,0.0,0.0,16283.0,11866.0,1.0
p_source[228],0.072,0.026,0.025,0.122,0.0,0.0,28418.0,12208.0,1.0
p_source[229],0.124,0.004,0.115,0.132,0.0,0.0,16444.0,13905.0,1.0
p_source[230],0.138,0.046,0.057,0.228,0.0,0.0,26737.0,11448.0,1.0
p_source[231],0.116,0.006,0.106,0.127,0.0,0.0,15870.0,11757.0,1.0
p_source[232],0.162,0.035,0.095,0.232,0.0,0.0,32453.0,10763.0,1.0
p_source[233],0.06,0.02,0.025,0.101,0.0,0.0,31675.0,12017.0,1.0
p_source[234],0.224,0.008,0.209,0.239,0.0,0.0,16095.0,12726.0,1.0
p_source[235],0.109,0.017,0.076,0.144,0.0,0.0,17926.0,11687.0,1.0
p_source[236],0.08,0.005,0.069,0.09,0.0,0.0,15859.0,13871.0,1.0
p_source[237],0.258,0.013,0.234,0.283,0.0,0.0,16941.0,11595.0,1.0
p_source[238],0.146,0.024,0.101,0.194,0.0,0.0,23309.0,11849.0,1.0
p_source[239],0.096,0.027,0.047,0.148,0.0,0.0,25455.0,12536.0,1.0
p_source[240],0.199,0.007,0.187,0.213,0.0,0.0,15607.0,12783.0,1.0
p_source[241],0.09,0.025,0.043,0.139,0.0,0.0,27533.0,11339.0,1.0
p_source[242],0.102,0.012,0.078,0.125,0.0,0.0,15807.0,10530.0,1.0
p_source[243],0.279,0.008,0.263,0.294,0.0,0.0,15234.0,13805.0,1.0
p_source[244],0.104,0.01,0.085,0.125,0.0,0.0,16205.0,11599.0,1.0
p_source[245],0.033,0.002,0.029,0.036,0.0,0.0,16703.0,14195.0,1.0
p_source[246],0.132,0.054,0.04,0.239,0.0,0.001,25590.0,11603.0,1.0
p_source[247],0.128,0.055,0.035,0.236,0.0,0.001,31707.0,11504.0,1.0
p_source[248],0.106,0.008,0.091,0.12,0.0,0.0,16103.0,12071.0,1.0
p_source[249],0.182,0.071,0.057,0.319,0.0,0.001,31618.0,11897.0,1.0
p_source[250],0.041,0.007,0.029,0.055,0.0,0.0,19685.0,10579.0,1.0
p_source[251],0.309,0.017,0.276,0.341,0.0,0.0,16327.0,13133.0,1.0
p_source[252],0.09,0.004,0.083,0.097,0.0,0.0,16113.0,13988.0,1.0
p_source[253],0.054,0.015,0.028,0.084,0.0,0.0,22739.0,13208.0,1.0
p_source[254],0.118,0.036,0.051,0.19,0.0,0.0,23321.0,11435.0,1.0
p_source[255],0.151,0.019,0.115,0.189,0.0,0.0,16615.0,11792.0,1.0
p_source[256],0.217,0.006,0.205,0.23,0.0,0.0,15886.0,13585.0,1.0
p_source[257],0.291,0.018,0.256,0.326,0.0,0.0,16419.0,10681.0,1.0
p_source[258],0.123,0.004,0.115,0.13,0.0,0.0,15999.0,13322.0,1.0
p_source[259],0.164,0.003,0.159,0.169,0.0,0.0,15844.0,12989.0,1.0
p_source[260],0.173,0.045,0.092,0.265,0.0,0.0,23483.0,12256.0,1.0
p_source[261],0.125,0.006,0.113,0.136,0.0,0.0,16024.0,13360.0,1.0
p_source[262],0.129,0.004,0.121,0.137,0.0,0.0,16071.0,12908.0,1.0
p_source[263],0.167,0.01,0.147,0.187,0.0,0.0,16397.0,11441.0,1.0
p_source[264],0.271,0.005,0.261,0.282,0.0,0.0,15844.0,13657.0,1.0
p_source[265],0.195,0.066,0.076,0.326,0.0,0.001,28909.0,12569.0,1.0
p_source[266],0.2,0.004,0.192,0.208,0.0,0.0,14991.0,13530.0,1.0
p_source[267],0.105,0.018,0.069,0.141,0.0,0.0,21051.0,11561.0,1.0
p_source[268],0.2,0.057,0.099,0.317,0.0,0.001,27632.0,11327.0,1.0
p_source[269],0.134,0.007,0.121,0.147,0.0,0.0,15765.0,14500.0,1.0
p_source[270],0.35,0.022,0.307,0.394,0.0,0.0,16490.0,12947.0,1.0
p_source[271],0.071,0.031,0.02,0.131,0.0,0.0,22840.0,11577.0,1.0
p_source[272],0.168,0.012,0.146,0.191,0.0,0.0,16282.0,12221.0,1.0
p_source[273],0.138,0.071,0.028,0.279,0.0,0.001,27339.0,11567.0,1.0
p_source[274],0.145,0.015,0.116,0.174,0.0,0.0,15855.0,8504.0,1.0
p_source[275],0.166,0.033,0.102,0.232,0.0,0.0,28732.0,11335.0,1.0
p_source[276],0.116,0.045,0.039,0.204,0.0,0.0,31883.0,11421.0,1.0
p_source[277],0.103,0.006,0.091,0.114,0.0,0.0,15977.0,12499.0,1.0
p_source[278],0.107,0.023,0.065,0.154,0.0,0.0,26521.0,11920.0,1.0
p_source[279],0.141,0.01,0.122,0.16,0.0,0.0,17192.0,10633.0,1.0
p_source[280],0.236,0.016,0.206,0.267,0.0,0.0,16657.0,11337.0,1.0
p_source[281],0.214,0.011,0.193,0.235,0.0,0.0,16209.0,12996.0,1.0
p_source[282],0.203,0.087,0.06,0.378,0.001,0.001,30949.0,12555.0,1.0
p_source[283],0.042,0.004,0.034,0.049,0.0,0.0,16191.0,11968.0,1.0
p_source[284],0.042,0.004,0.035,0.05,0.0,0.0,15625.0,13499.0,1.0
p_source[285],0.115,0.007,0.102,0.128,0.0,0.0,16203.0,12352.0,1.0
p_source[286],0.172,0.005,0.162,0.183,0.0,0.0,15806.0,13691.0,1.0
p_source[287],0.066,0.003,0.061,0.071,0.0,0.0,16243.0,14137.0,1.0
p_source[288],0.031,0.003,0.026,0.036,0.0,0.0,16091.0,10918.0,1.0
p_source[289],0.079,0.04,0.019,0.157,0.0,0.0,21702.0,11958.0,1.0
p_source[290],0.25,0.043,0.166,0.331,0.0,0.0,22598.0,13146.0,1.0
p_source[291],0.075,0.007,0.063,0.088,0.0,0.0,15860.0,10186.0,1.0
p_source[292],0.128,0.006,0.116,0.139,0.0,0.0,16430.0,10612.0,1.0
p_source[293],0.2,0.012,0.178,0.224,0.0,0.0,15915.0,12287.0,1.0
prevalence_global,0.163,0.016,0.13,0.194,0.0,0.0,9899.0,9672.0,1.0
prevalence_country[0],0.154,0.029,0.101,0.211,0.0,0.0,13646.0,11126.0,1.0
prevalence_country[1],0.157,0.033,0.095,0.222,0.0,0.0,11844.0,11641.0,1.0
prevalence_country[2],0.092,0.024,0.048,0.139,0.0,0.0,15343.0,12571.0,1.0
prevalence_country[3],0.123,0.023,0.08,0.171,0.0,0.0,8548.0,10668.0,1.0
prevalence_country[4],0.216,0.029,0.156,0.272,0.0,0.0,11910.0,10952.0,1.0
prevalence_country[5],0.135,0.027,0.085,0.188,0.0,0.0,8327.0,10176.0,1.0
prevalence_country[6],0.189,0.041,0.114,0.272,0.0,0.0,9523.0,10593.0,1.0
