,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_global,-1.895,0.224,-2.357,-1.46,0.004,0.004,2632.0,4329.0,1.0
mu_group[0],-1.702,0.174,-2.042,-1.359,0.004,0.002,1871.0,3083.0,1.0
mu_group[1],-1.696,0.152,-2.011,-1.409,0.004,0.003,1538.0,2353.0,1.0
mu_group[2],-1.934,0.167,-2.279,-1.612,0.004,0.002,1840.0,2679.0,1.0
mu_group[3],-1.998,0.151,-2.292,-1.7,0.004,0.003,1453.0,1624.0,1.0
mu_group[4],-2.143,0.346,-2.821,-1.503,0.005,0.004,4050.0,7168.0,1.0
alpha_country[0],-1.699,0.177,-2.059,-1.364,0.004,0.002,1989.0,2883.0,1.0
alpha_country[1],-1.528,0.17,-1.849,-1.182,0.004,0.003,1847.0,2409.0,1.0
alpha_country[2],-2.527,0.307,-3.139,-1.93,0.004,0.003,4920.0,8844.0,1.0
alpha_country[3],-2.065,0.153,-2.363,-1.768,0.004,0.003,1484.0,2042.0,1.0
alpha_country[4],-1.503,0.189,-1.86,-1.121,0.004,0.003,1844.0,2653.0,1.0
alpha_country[5],-1.807,0.153,-2.116,-1.51,0.004,0.003,1380.0,1793.0,1.0
alpha_country[6],-1.301,0.173,-1.646,-0.962,0.004,0.003,1797.0,2672.0,1.0
alpha_country[7],-1.609,0.165,-1.935,-1.282,0.004,0.003,1847.0,2464.0,1.0
alpha_country[8],-2.536,0.188,-2.902,-2.165,0.004,0.002,1934.0,3671.0,1.0
alpha_country[9],-1.663,0.376,-2.416,-0.945,0.004,0.003,7286.0,9693.0,1.0
alpha_country[10],-1.802,0.134,-2.068,-1.541,0.004,0.003,1033.0,1170.0,1.0
alpha_country[11],-2.143,0.148,-2.431,-1.848,0.004,0.003,1362.0,1792.0,1.0
alpha_country[12],-2.892,0.188,-3.257,-2.524,0.004,0.002,2281.0,3802.0,1.0
alpha_country[13],-1.96,0.138,-2.229,-1.683,0.004,0.003,1311.0,1425.0,1.0
alpha_country[14],-1.268,0.156,-1.583,-0.97,0.004,0.003,1392.0,1732.0,1.0
alpha_country[15],-2.066,0.196,-2.451,-1.682,0.004,0.002,2250.0,3281.0,1.0
alpha_country[16],-2.915,0.209,-3.33,-2.51,0.004,0.002,2583.0,4068.0,1.0
alpha_country[17],-1.471,0.158,-1.778,-1.153,0.004,0.002,1388.0,2605.0,1.0
alpha_country[18],-1.768,0.142,-2.044,-1.483,0.004,0.003,1406.0,1861.0,1.0
alpha_country[19],-1.531,0.222,-1.972,-1.102,0.004,0.002,3237.0,4816.0,1.0
alpha_country[20],-2.525,0.732,-4.036,-1.18,0.009,0.015,9010.0,7398.0,1.0
alpha_country[21],-2.087,0.17,-2.414,-1.757,0.004,0.003,1532.0,2334.0,1.0
alpha_country[22],-2.284,0.155,-2.58,-1.977,0.004,0.003,1566.0,2506.0,1.0
alpha_country[23],-2.84,0.154,-3.138,-2.533,0.004,0.003,1414.0,1961.0,1.0
alpha_country[24],-1.809,0.17,-2.145,-1.483,0.004,0.002,1933.0,2933.0,1.0
alpha_country[25],-1.969,0.185,-2.328,-1.6,0.004,0.003,2099.0,3241.0,1.0
alpha_country[26],-2.075,0.237,-2.545,-1.614,0.004,0.002,3795.0,6658.0,1.0
alpha_country[27],-1.061,0.152,-1.349,-0.75,0.004,0.003,1482.0,1700.0,1.0
alpha_country[28],-2.188,0.179,-2.543,-1.848,0.004,0.003,1735.0,2902.0,1.0
alpha_country[29],-1.885,0.185,-2.242,-1.518,0.004,0.002,2191.0,3350.0,1.0
alpha_country[30],-1.676,0.182,-2.028,-1.311,0.004,0.003,1707.0,3003.0,1.0
alpha_country[31],-2.093,0.169,-2.412,-1.742,0.004,0.003,1440.0,2272.0,1.0
alpha_country[32],-0.927,0.204,-1.317,-0.521,0.004,0.002,2437.0,3412.0,1.0
alpha_country[33],-2.059,0.159,-2.361,-1.733,0.004,0.003,1310.0,1855.0,1.0
alpha_country[34],-1.615,0.244,-2.085,-1.131,0.004,0.002,3824.0,6041.0,1.0
alpha_country[35],-2.448,0.149,-2.735,-2.151,0.004,0.003,1293.0,1576.0,1.0
alpha_country[36],-1.493,0.189,-1.871,-1.13,0.004,0.002,2171.0,3292.0,1.0
alpha_country[37],-2.495,0.148,-2.783,-2.204,0.004,0.003,1592.0,1791.0,1.0
alpha_country[38],-1.049,0.155,-1.355,-0.748,0.004,0.002,1554.0,2318.0,1.0
alpha_country[39],-2.499,0.277,-3.053,-1.965,0.004,0.002,3941.0,7613.0,1.0
alpha_country[40],-1.523,0.2,-1.929,-1.146,0.004,0.003,2247.0,3062.0,1.0
alpha_country[41],-1.897,0.538,-2.927,-0.81,0.005,0.005,11879.0,11612.0,1.0
alpha_country[42],-1.344,0.195,-1.73,-0.961,0.004,0.002,2827.0,4053.0,1.0
alpha_country[43],-1.665,0.154,-1.973,-1.368,0.004,0.003,1502.0,1725.0,1.0
alpha_country[44],-2.729,0.155,-3.033,-2.43,0.004,0.003,1641.0,2023.0,1.0
alpha_country[45],-2.387,0.15,-2.69,-2.097,0.004,0.003,1322.0,1832.0,1.0
alpha_country[46],-1.515,0.134,-1.788,-1.253,0.004,0.003,1260.0,1608.0,1.0
alpha_country[47],-1.597,0.41,-2.399,-0.796,0.004,0.003,8643.0,11423.0,1.0
alpha_country[48],-1.024,0.161,-1.336,-0.696,0.004,0.003,1597.0,1963.0,1.0
alpha_country[49],-2.249,0.325,-2.927,-1.615,0.005,0.003,4330.0,8092.0,1.0
alpha_country[50],-1.623,0.143,-1.905,-1.34,0.004,0.003,1321.0,1537.0,1.0
alpha_country[51],-1.689,0.192,-2.066,-1.314,0.004,0.002,1975.0,3652.0,1.0
alpha_country[52],-2.291,0.215,-2.723,-1.882,0.004,0.002,3131.0,5517.0,1.0
alpha_country[53],-2.989,0.329,-3.634,-2.347,0.005,0.002,5223.0,9280.0,1.0
alpha_country[54],-1.425,0.172,-1.76,-1.077,0.004,0.002,1912.0,2637.0,1.0
alpha_country[55],-1.609,0.157,-1.921,-1.302,0.004,0.002,1551.0,2612.0,1.0
alpha_country[56],-1.593,0.163,-1.91,-1.269,0.004,0.003,1578.0,2306.0,1.0
alpha_country[57],-1.756,0.242,-2.22,-1.27,0.004,0.002,3623.0,5480.0,1.0
alpha_country[58],-0.965,0.154,-1.278,-0.67,0.004,0.003,1580.0,1732.0,1.0
alpha_country[59],-1.927,0.199,-2.324,-1.548,0.004,0.002,2613.0,3968.0,1.0
alpha_country[60],-1.727,0.165,-2.058,-1.407,0.004,0.002,1714.0,2449.0,1.0
alpha_country[61],-1.691,0.152,-1.991,-1.39,0.004,0.003,1493.0,2049.0,1.0
alpha_country[62],-1.843,0.164,-2.17,-1.52,0.004,0.003,1374.0,2104.0,1.0
alpha_country[63],-1.825,0.201,-2.239,-1.446,0.004,0.002,2366.0,4017.0,1.0
alpha_country[64],-2.221,0.177,-2.566,-1.874,0.004,0.002,1925.0,2753.0,1.0
alpha_country[65],-2.476,0.16,-2.791,-2.168,0.004,0.003,1308.0,1686.0,1.0
alpha_country[66],-1.752,0.184,-2.113,-1.388,0.004,0.002,2247.0,3665.0,1.0
alpha_country[67],-2.182,0.172,-2.502,-1.825,0.004,0.002,2007.0,2515.0,1.0
alpha_country[68],-1.778,0.146,-2.069,-1.495,0.004,0.003,1590.0,2058.0,1.0
alpha_country[69],-1.06,0.166,-1.37,-0.723,0.004,0.002,1988.0,3268.0,1.0
alpha_country[70],-1.56,0.178,-1.921,-1.222,0.004,0.002,2146.0,3603.0,1.0
alpha_country[71],-2.269,0.18,-2.629,-1.922,0.005,0.003,1556.0,2244.0,1.0
alpha_country[72],-2.104,0.15,-2.396,-1.801,0.004,0.003,1278.0,1486.0,1.0
alpha_country[73],-1.803,0.141,-2.08,-1.518,0.004,0.003,1116.0,1292.0,1.0
alpha_country[74],-2.89,0.178,-3.236,-2.538,0.004,0.003,1925.0,2241.0,1.0
delta_time[0],-0.261,0.108,-0.487,-0.054,0.004,0.003,869.0,914.0,1.0
delta_time[1],0.036,0.109,-0.184,0.254,0.004,0.003,911.0,944.0,1.0
delta_time[2],0.067,0.108,-0.143,0.292,0.004,0.004,892.0,904.0,1.0
delta_time[3],0.118,0.108,-0.093,0.334,0.004,0.003,890.0,1026.0,1.0
delta_time[4],0.079,0.108,-0.148,0.29,0.004,0.004,840.0,905.0,1.0
z_source[0],-0.062,0.992,-2.034,1.849,0.006,0.009,23799.0,10987.0,1.0
z_source[1],-0.373,0.929,-2.183,1.445,0.006,0.009,26272.0,11227.0,1.0
z_source[2],1.106,0.664,-0.179,2.435,0.004,0.006,22130.0,10640.0,1.0
z_source[3],-0.306,0.939,-2.166,1.512,0.006,0.008,26638.0,11143.0,1.0
z_source[4],0.231,0.979,-1.692,2.147,0.006,0.009,23314.0,10544.0,1.0
z_source[5],0.532,0.931,-1.387,2.307,0.006,0.009,24162.0,10726.0,1.0
z_source[6],0.341,0.978,-1.524,2.336,0.006,0.009,24603.0,10458.0,1.0
z_source[7],-0.128,0.981,-2.051,1.737,0.006,0.009,27163.0,10757.0,1.0
z_source[8],0.202,0.307,-0.403,0.797,0.004,0.002,5304.0,8849.0,1.0
z_source[9],0.28,0.292,-0.304,0.845,0.004,0.002,4959.0,8609.0,1.0
z_source[10],0.709,0.296,0.136,1.289,0.004,0.002,5176.0,8755.0,1.0
z_source[11],0.557,0.305,-0.052,1.143,0.004,0.002,5397.0,9079.0,1.0
z_source[12],1.257,0.325,0.612,1.887,0.004,0.002,5865.0,9067.0,1.0
z_source[13],-1.367,0.587,-2.542,-0.267,0.005,0.005,14079.0,10110.0,1.0
z_source[14],-0.378,0.717,-1.737,1.07,0.005,0.006,18999.0,11849.0,1.0
z_source[15],-1.022,0.419,-1.845,-0.199,0.005,0.003,7470.0,9783.0,1.0
z_source[16],-0.244,0.323,-0.875,0.38,0.005,0.002,4633.0,8736.0,1.0
z_source[17],-0.651,0.325,-1.285,0.002,0.005,0.003,4442.0,8107.0,1.0
z_source[18],-0.08,1.0,-2.024,1.897,0.006,0.009,26216.0,10961.0,1.0
z_source[19],-1.781,0.548,-2.856,-0.707,0.004,0.005,17437.0,11394.0,1.0
z_source[20],-1.646,0.5,-2.654,-0.696,0.004,0.004,16033.0,10892.0,1.0
z_source[21],-1.047,0.646,-2.332,0.188,0.004,0.006,20965.0,12040.0,1.0
z_source[22],0.039,0.648,-1.253,1.279,0.005,0.006,20843.0,10486.0,1.0
z_source[23],0.851,0.632,-0.375,2.102,0.004,0.006,22695.0,10510.0,1.0
z_source[24],0.322,0.734,-1.106,1.744,0.005,0.007,22571.0,11341.0,1.0
z_source[25],-0.336,0.735,-1.758,1.137,0.005,0.006,23344.0,11389.0,1.0
z_source[26],-0.543,0.791,-2.065,1.037,0.006,0.007,20515.0,10767.0,1.0
z_source[27],-0.099,0.978,-2.043,1.788,0.006,0.009,23952.0,10677.0,1.0
z_source[28],-0.125,0.986,-2.052,1.771,0.006,0.009,24348.0,10613.0,1.0
z_source[29],-0.065,0.978,-1.941,1.892,0.006,0.009,28258.0,11298.0,1.0
z_source[30],-0.276,0.934,-2.158,1.497,0.006,0.008,27317.0,11365.0,1.0
z_source[31],0.157,0.941,-1.746,1.918,0.006,0.009,27591.0,11736.0,1.0
z_source[32],0.08,0.869,-1.626,1.753,0.006,0.008,23845.0,10731.0,1.0
z_source[33],-0.547,0.84,-2.23,1.019,0.005,0.008,24337.0,10507.0,1.0
z_source[34],-1.313,0.493,-2.281,-0.354,0.004,0.004,14731.0,11788.0,1.0
z_source[35],0.244,0.494,-0.712,1.216,0.004,0.004,14421.0,11194.0,1.0
z_source[36],0.192,0.406,-0.6,0.982,0.004,0.003,11286.0,11493.0,1.0
z_source[37],0.13,0.461,-0.774,1.024,0.004,0.004,12933.0,11399.0,1.0
z_source[38],0.467,0.431,-0.387,1.31,0.004,0.004,11844.0,10234.0,1.0
z_source[39],0.396,0.313,-0.232,1.002,0.004,0.002,4867.0,8830.0,1.0
z_source[40],-0.158,0.31,-0.753,0.462,0.004,0.003,5116.0,8600.0,1.0
z_source[41],-0.036,0.306,-0.619,0.58,0.004,0.003,5087.0,8506.0,1.0
z_source[42],-0.804,0.347,-1.478,-0.125,0.004,0.003,6592.0,8986.0,1.0
z_source[43],-1.111,0.348,-1.78,-0.416,0.005,0.003,5957.0,9686.0,1.0
z_source[44],0.358,0.343,-0.307,1.035,0.005,0.003,4532.0,8068.0,1.0
z_source[45],0.428,0.316,-0.167,1.059,0.005,0.003,3832.0,6802.0,1.0
z_source[46],-0.071,0.317,-0.714,0.523,0.005,0.003,3607.0,5648.0,1.0
z_source[47],-0.484,0.356,-1.196,0.211,0.005,0.003,4775.0,8273.0,1.0
z_source[48],-0.097,0.368,-0.838,0.604,0.005,0.003,5001.0,7150.0,1.0
z_source[49],0.694,0.597,-0.491,1.848,0.004,0.005,19665.0,11888.0,1.0
z_source[50],0.972,0.467,0.028,1.851,0.004,0.004,12644.0,11257.0,1.0
z_source[51],0.952,0.436,0.115,1.816,0.004,0.003,11316.0,12219.0,1.0
z_source[52],0.54,0.433,-0.293,1.403,0.004,0.003,11542.0,12555.0,1.0
z_source[53],1.476,0.452,0.586,2.367,0.004,0.003,12166.0,12889.0,1.0
z_source[54],-0.462,0.633,-1.733,0.736,0.005,0.006,19608.0,10718.0,1.0
z_source[55],-0.896,0.504,-1.84,0.127,0.004,0.004,14276.0,11640.0,1.0
z_source[56],0.07,0.414,-0.742,0.888,0.004,0.003,10372.0,11304.0,1.0
z_source[57],-0.855,0.561,-1.944,0.253,0.004,0.005,15902.0,10189.0,1.0
z_source[58],-0.191,0.347,-0.881,0.488,0.004,0.003,6590.0,9683.0,1.0
z_source[59],-0.564,0.457,-1.458,0.33,0.004,0.004,11428.0,11008.0,1.0
z_source[60],-1.253,0.819,-2.878,0.33,0.005,0.007,23828.0,11650.0,1.0
z_source[61],1.189,0.368,0.481,1.913,0.004,0.003,8225.0,11346.0,1.0
z_source[62],-0.365,0.4,-1.144,0.42,0.004,0.003,10531.0,11560.0,1.0
z_source[63],-0.413,0.435,-1.258,0.443,0.004,0.003,12019.0,11179.0,1.0
z_source[64],-1.308,0.349,-2.005,-0.643,0.004,0.003,6383.0,10256.0,1.0
z_source[65],-0.119,0.28,-0.675,0.416,0.004,0.002,4749.0,8221.0,1.0
z_source[66],-0.204,0.281,-0.772,0.33,0.004,0.002,4639.0,7808.0,1.0
z_source[67],0.622,0.279,0.087,1.184,0.004,0.002,4537.0,8277.0,1.0
z_source[68],1.966,0.279,1.413,2.506,0.004,0.002,4260.0,7690.0,1.0
z_source[69],-0.884,0.352,-1.56,-0.185,0.004,0.003,8722.0,10421.0,1.0
z_source[70],0.114,0.312,-0.486,0.737,0.004,0.002,7329.0,9760.0,1.0
z_source[71],0.566,0.28,0.025,1.124,0.004,0.002,5746.0,9577.0,1.0
z_source[72],0.432,0.32,-0.181,1.074,0.004,0.002,7725.0,9915.0,1.0
z_source[73],0.816,0.329,0.134,1.429,0.004,0.002,7629.0,10851.0,1.0
z_source[74],1.185,0.959,-0.715,3.016,0.006,0.009,24613.0,11560.0,1.0
z_source[75],-0.287,0.964,-2.203,1.571,0.006,0.009,27726.0,11191.0,1.0
z_source[76],-0.05,0.974,-1.945,1.865,0.006,0.009,24275.0,10734.0,1.0
z_source[77],-0.204,0.979,-2.103,1.709,0.006,0.009,23935.0,10231.0,1.0
z_source[78],-0.117,0.972,-2.05,1.744,0.006,0.009,25811.0,11664.0,1.0
z_source[79],-0.493,0.786,-2.065,1.037,0.005,0.007,23856.0,11478.0,1.0
z_source[80],-0.232,0.663,-1.55,1.036,0.004,0.006,22040.0,11129.0,1.0
z_source[81],0.366,0.6,-0.847,1.512,0.004,0.005,21199.0,11375.0,1.0
z_source[82],-0.834,0.691,-2.212,0.502,0.005,0.006,21714.0,10845.0,1.0
z_source[83],-1.065,0.726,-2.498,0.318,0.005,0.006,23819.0,11149.0,1.0
z_source[84],-0.132,0.987,-2.011,1.829,0.006,0.009,28250.0,10889.0,1.0
z_source[85],-1.048,0.75,-2.512,0.409,0.005,0.007,21541.0,11106.0,1.0
z_source[86],-0.916,0.603,-2.141,0.214,0.005,0.005,17703.0,11568.0,1.0
z_source[87],-0.978,0.615,-2.209,0.192,0.005,0.005,17020.0,10364.0,1.0
z_source[88],-0.126,0.51,-1.099,0.885,0.004,0.004,14753.0,12085.0,1.0
z_source[89],-0.29,0.925,-2.198,1.438,0.006,0.008,24927.0,11728.0,1.0
z_source[90],-0.026,0.977,-1.998,1.824,0.006,0.009,29315.0,11173.0,1.0
z_source[91],0.335,0.452,-0.548,1.239,0.005,0.003,9647.0,11242.0,1.0
z_source[92],-0.127,0.543,-1.218,0.929,0.005,0.004,13493.0,11107.0,1.0
z_source[93],0.339,0.486,-0.607,1.288,0.004,0.004,14728.0,10966.0,1.0
z_source[94],-0.127,0.437,-0.992,0.722,0.004,0.004,11702.0,10797.0,1.0
z_source[95],-0.79,0.399,-1.572,-0.018,0.004,0.003,10360.0,11185.0,1.0
z_source[96],0.639,0.411,-0.169,1.437,0.004,0.003,10344.0,10699.0,1.0
z_source[97],0.607,0.46,-0.308,1.497,0.004,0.004,14318.0,10220.0,1.0
z_source[98],2.077,0.683,0.753,3.41,0.004,0.006,23722.0,11849.0,1.0
z_source[99],0.755,0.393,-0.034,1.514,0.004,0.003,10705.0,11445.0,1.0
z_source[100],0.001,0.425,-0.842,0.811,0.004,0.003,11798.0,10797.0,1.0
z_source[101],-0.111,0.353,-0.818,0.581,0.004,0.003,8982.0,10609.0,1.0
z_source[102],-0.221,0.34,-0.891,0.447,0.004,0.002,8470.0,10910.0,1.0
z_source[103],0.118,0.35,-0.579,0.799,0.004,0.003,8729.0,11433.0,1.0
z_source[104],-0.76,0.467,-1.634,0.207,0.004,0.004,11702.0,11779.0,1.0
z_source[105],0.454,0.395,-0.312,1.221,0.004,0.003,9389.0,10834.0,1.0
z_source[106],-0.178,0.557,-1.263,0.902,0.004,0.005,17172.0,11524.0,1.0
z_source[107],0.365,0.409,-0.423,1.168,0.004,0.003,9669.0,11690.0,1.0
z_source[108],-0.125,0.464,-1.057,0.774,0.004,0.004,12698.0,11422.0,1.0
z_source[109],0.031,0.917,-1.762,1.86,0.006,0.009,26107.0,11189.0,1.0
z_source[110],0.582,0.825,-1.064,2.185,0.005,0.008,26603.0,11114.0,1.0
z_source[111],0.495,0.796,-1.083,2.043,0.005,0.007,22494.0,11642.0,1.0
z_source[112],1.102,0.696,-0.31,2.406,0.005,0.006,21397.0,11005.0,1.0
z_source[113],1.487,0.714,0.102,2.879,0.005,0.006,23414.0,11579.0,1.0
z_source[114],-0.596,0.902,-2.422,1.105,0.006,0.008,24984.0,10418.0,1.0
z_source[115],1.559,0.636,0.305,2.783,0.004,0.005,21582.0,12304.0,1.0
z_source[116],-0.192,0.952,-2.001,1.719,0.006,0.009,26091.0,10882.0,1.0
z_source[117],-1.202,0.721,-2.631,0.196,0.005,0.006,24464.0,12029.0,1.0
z_source[118],0.62,0.729,-0.778,2.091,0.005,0.007,23486.0,10850.0,1.0
z_source[119],0.29,0.949,-1.583,2.124,0.006,0.009,27366.0,11583.0,1.0
z_source[120],-1.046,0.678,-2.372,0.28,0.005,0.006,21305.0,11501.0,1.0
z_source[121],-1.149,0.643,-2.397,0.113,0.004,0.006,21610.0,10801.0,1.0
z_source[122],-1.214,0.652,-2.456,0.105,0.004,0.006,22615.0,10829.0,1.0
z_source[123],-0.684,0.671,-2.052,0.562,0.005,0.006,21364.0,11875.0,1.0
z_source[124],-1.337,0.721,-2.771,0.048,0.005,0.006,23478.0,11247.0,1.0
z_source[125],0.286,0.791,-1.297,1.79,0.005,0.007,22381.0,10241.0,1.0
z_source[126],-0.34,0.724,-1.759,1.07,0.005,0.005,19826.0,13312.0,1.0
z_source[127],0.143,0.805,-1.442,1.727,0.005,0.007,26414.0,11100.0,1.0
z_source[128],0.354,0.602,-0.827,1.553,0.005,0.004,14692.0,12908.0,1.0
z_source[129],-0.163,0.729,-1.607,1.219,0.005,0.006,19434.0,12497.0,1.0
z_source[130],0.483,0.429,-0.349,1.343,0.004,0.003,13523.0,11874.0,1.0
z_source[131],-0.034,0.511,-1.033,0.955,0.004,0.004,18396.0,11694.0,1.0
z_source[132],0.61,0.466,-0.318,1.5,0.004,0.004,17440.0,12849.0,1.0
z_source[133],0.512,0.492,-0.447,1.463,0.004,0.004,17903.0,11335.0,1.0
z_source[134],1.775,0.604,0.572,2.955,0.004,0.005,21655.0,10499.0,1.0
z_source[135],-2.054,0.456,-2.952,-1.168,0.005,0.003,10300.0,11228.0,1.0
z_source[136],-1.456,0.41,-2.293,-0.683,0.004,0.003,9148.0,10930.0,1.0
z_source[137],-1.603,0.393,-2.395,-0.85,0.004,0.003,8738.0,11198.0,1.0
z_source[138],-1.744,0.385,-2.496,-0.99,0.004,0.003,8042.0,10801.0,1.0
z_source[139],-1.701,0.411,-2.507,-0.918,0.004,0.003,9127.0,11743.0,1.0
z_source[140],-0.466,0.537,-1.506,0.566,0.004,0.004,15390.0,11520.0,1.0
z_source[141],0.065,0.484,-0.899,0.98,0.004,0.004,14480.0,11941.0,1.0
z_source[142],-0.2,0.501,-1.188,0.76,0.004,0.004,15333.0,12114.0,1.0
z_source[143],-0.627,0.566,-1.748,0.458,0.004,0.004,16313.0,12332.0,1.0
z_source[144],-0.065,0.546,-1.119,1.02,0.004,0.004,17617.0,11466.0,1.0
z_source[145],0.259,0.74,-1.207,1.661,0.005,0.007,23586.0,11594.0,1.0
z_source[146],1.223,0.666,-0.121,2.506,0.005,0.006,18914.0,10864.0,1.0
z_source[147],-0.235,0.802,-1.828,1.353,0.005,0.007,24732.0,11221.0,1.0
z_source[148],-0.335,0.778,-1.892,1.161,0.005,0.007,23170.0,10234.0,1.0
z_source[149],0.569,0.609,-0.607,1.781,0.004,0.005,18434.0,12199.0,1.0
z_source[150],-0.254,0.312,-0.858,0.367,0.005,0.002,3766.0,8116.0,1.0
z_source[151],-0.651,0.328,-1.297,-0.014,0.005,0.003,4483.0,7711.0,1.0
z_source[152],-0.382,0.301,-0.959,0.224,0.005,0.002,3726.0,7590.0,1.0
z_source[153],-1.684,0.401,-2.472,-0.895,0.005,0.003,6180.0,9877.0,1.0
z_source[154],-0.469,0.36,-1.19,0.21,0.005,0.003,5081.0,8711.0,1.0
z_source[155],-0.542,0.585,-1.663,0.625,0.005,0.004,16379.0,12730.0,1.0
z_source[156],0.259,0.983,-1.622,2.185,0.006,0.009,28626.0,11831.0,1.0
z_source[157],-0.481,0.947,-2.37,1.358,0.006,0.009,26165.0,10117.0,1.0
z_source[158],0.166,0.979,-1.752,2.072,0.006,0.009,24824.0,11479.0,1.0
z_source[159],0.364,0.932,-1.432,2.209,0.006,0.008,27472.0,11511.0,1.0
z_source[160],-0.294,0.951,-2.208,1.535,0.006,0.009,25697.0,10422.0,1.0
z_source[161],-0.777,0.88,-2.516,0.938,0.006,0.009,25115.0,10377.0,1.0
z_source[162],0.576,0.9,-1.19,2.317,0.006,0.008,26487.0,11557.0,1.0
z_source[163],-0.088,0.998,-1.99,1.899,0.006,0.01,28739.0,10664.0,1.0
z_source[164],-0.169,0.982,-2.12,1.731,0.006,0.009,26210.0,11045.0,1.0
z_source[165],0.154,0.961,-1.753,2.025,0.006,0.009,28204.0,10826.0,1.0
z_source[166],0.341,0.381,-0.419,1.072,0.004,0.003,9143.0,11703.0,1.0
z_source[167],0.971,0.377,0.236,1.714,0.004,0.003,8526.0,11795.0,1.0
z_source[168],0.533,0.348,-0.161,1.204,0.004,0.003,7817.0,9399.0,1.0
z_source[169],0.907,0.345,0.202,1.561,0.004,0.003,7897.0,10648.0,1.0
z_source[170],0.128,0.349,-0.532,0.829,0.004,0.003,8102.0,10681.0,1.0
z_source[171],-0.35,0.429,-1.188,0.485,0.004,0.004,12566.0,11068.0,1.0
z_source[172],-0.249,0.405,-1.057,0.527,0.004,0.003,12657.0,11594.0,1.0
z_source[173],-0.085,0.394,-0.831,0.717,0.004,0.003,10864.0,10444.0,1.0
z_source[174],0.371,0.408,-0.411,1.192,0.004,0.003,11366.0,11029.0,1.0
z_source[175],0.72,0.41,-0.072,1.53,0.004,0.003,12111.0,11434.0,1.0
z_source[176],0.348,0.801,-1.249,1.877,0.006,0.006,20300.0,12350.0,1.0
z_source[177],-0.545,0.915,-2.396,1.19,0.006,0.008,25311.0,11689.0,1.0
z_source[178],-0.649,0.881,-2.385,1.079,0.005,0.008,26561.0,11284.0,1.0
z_source[179],1.131,0.338,0.482,1.815,0.004,0.003,6047.0,8642.0,1.0
z_source[180],0.971,0.268,0.457,1.504,0.005,0.002,3357.0,6424.0,1.0
z_source[181],0.884,0.263,0.39,1.417,0.005,0.003,3299.0,5667.0,1.0
z_source[182],1.119,0.268,0.595,1.642,0.005,0.003,3197.0,5457.0,1.0
z_source[183],1.106,0.267,0.583,1.636,0.005,0.003,3294.0,5657.0,1.0
z_source[184],1.401,0.269,0.865,1.921,0.005,0.002,3480.0,6293.0,1.0
z_source[185],-1.207,0.503,-2.253,-0.273,0.004,0.004,13189.0,10598.0,1.0
z_source[186],-0.27,0.357,-0.957,0.442,0.004,0.003,7190.0,9751.0,1.0
z_source[187],-0.134,0.326,-0.786,0.498,0.004,0.003,6297.0,9736.0,1.0
z_source[188],-0.263,0.311,-0.866,0.341,0.004,0.003,6124.0,8612.0,1.0
z_source[189],-0.234,0.319,-0.857,0.386,0.004,0.003,6688.0,8968.0,1.0
z_source[190],-0.145,0.665,-1.44,1.164,0.005,0.006,19770.0,11859.0,1.0
z_source[191],0.363,0.544,-0.662,1.466,0.005,0.004,14550.0,12818.0,1.0
z_source[192],-0.841,0.571,-1.977,0.281,0.005,0.004,13975.0,12458.0,1.0
z_source[193],-0.179,0.53,-1.211,0.889,0.005,0.004,13621.0,12568.0,1.0
z_source[194],0.292,0.738,-1.135,1.756,0.005,0.007,25822.0,11124.0,1.0
z_source[195],-0.055,1.01,-2.018,1.917,0.006,0.009,28791.0,11198.0,1.0
z_source[196],-0.12,1.003,-2.057,1.892,0.006,0.009,24780.0,10190.0,1.0
z_source[197],0.027,0.956,-1.836,1.927,0.006,0.009,27502.0,10954.0,1.0
z_source[198],-0.399,0.958,-2.188,1.55,0.006,0.009,28056.0,10547.0,1.0
z_source[199],-0.106,0.967,-2.056,1.754,0.006,0.008,26210.0,11642.0,1.0
z_source[200],-0.299,0.943,-2.203,1.461,0.006,0.01,21902.0,10317.0,1.0
z_source[201],-0.05,0.984,-1.936,1.952,0.007,0.009,21675.0,11732.0,1.0
z_source[202],0.283,0.943,-1.545,2.171,0.006,0.008,22569.0,10986.0,1.0
z_source[203],0.209,0.787,-1.383,1.73,0.006,0.007,19980.0,11162.0,1.0
z_source[204],-0.904,0.458,-1.792,0.003,0.005,0.004,9795.0,9472.0,1.0
z_source[205],-0.038,0.293,-0.605,0.537,0.004,0.002,4300.0,8475.0,1.0
z_source[206],-0.01,0.271,-0.547,0.516,0.004,0.002,3803.0,7055.0,1.0
z_source[207],0.051,0.31,-0.552,0.657,0.004,0.002,4863.0,8637.0,1.0
z_source[208],1.138,0.282,0.599,1.703,0.005,0.002,3863.0,7268.0,1.0
z_source[209],0.394,0.284,-0.169,0.947,0.004,0.002,4088.0,7923.0,1.0
z_source[210],0.571,0.277,0.051,1.134,0.004,0.002,3889.0,7204.0,1.0
z_source[211],0.655,0.274,0.112,1.191,0.004,0.002,3792.0,6353.0,1.0
z_source[212],-0.089,0.976,-1.961,1.83,0.006,0.009,26344.0,10471.0,1.0
z_source[213],-0.05,0.993,-1.929,1.932,0.006,0.01,27600.0,11180.0,1.0
