,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_source[1244],0.212,0.444,-0.631,1.1,0.004,0.004,13337.0,10529.0,1.0
z_source[1245],-0.137,0.453,-1.051,0.72,0.004,0.004,13139.0,11075.0,1.0
z_source[1246],0.205,0.389,-0.546,0.974,0.004,0.003,10373.0,10806.0,1.0
z_source[1247],0.331,0.373,-0.377,1.091,0.004,0.003,9816.0,9473.0,1.0
z_source[1248],-0.882,0.419,-1.75,-0.108,0.005,0.003,8675.0,10294.0,1.0
z_source[1249],-0.283,0.392,-1.087,0.451,0.004,0.003,7897.0,10468.0,1.0
z_source[1250],-0.122,0.379,-0.853,0.621,0.004,0.003,7337.0,10398.0,1.0
z_source[1251],0.673,0.37,-0.059,1.393,0.004,0.003,7206.0,9748.0,1.0
z_source[1252],-0.005,0.381,-0.739,0.756,0.004,0.003,7549.0,10087.0,1.0
z_source[1253],1.659,0.432,0.8,2.486,0.004,0.003,12163.0,11189.0,1.0
z_source[1254],0.795,0.409,-0.009,1.591,0.004,0.003,11541.0,12467.0,1.0
z_source[1255],-0.243,0.437,-1.096,0.617,0.004,0.003,12059.0,12461.0,1.0
z_source[1256],0.037,0.428,-0.791,0.88,0.004,0.003,11878.0,12055.0,1.0
z_source[1257],-0.536,0.42,-1.327,0.314,0.004,0.003,11514.0,10868.0,1.0
sigma_global,0.338,0.23,0.003,0.773,0.003,0.003,3509.0,2418.0,1.0
tau_group[0],0.495,0.122,0.289,0.736,0.001,0.001,14631.0,9960.0,1.0
tau_group[1],0.367,0.099,0.199,0.564,0.001,0.001,10750.0,11141.0,1.0
tau_group[2],0.605,0.111,0.409,0.83,0.001,0.001,14436.0,11386.0,1.0
tau_group[3],0.539,0.088,0.376,0.712,0.001,0.001,15243.0,12032.0,1.0
tau_group[4],0.608,0.47,0.005,1.527,0.007,0.005,3581.0,2969.0,1.0
sigma_time,0.22,0.105,0.079,0.432,0.002,0.002,3772.0,5592.0,1.0
sigma_source[0],0.366,0.035,0.295,0.433,0.0,0.0,5387.0,8273.0,1.0
sigma_source[1],0.433,0.028,0.377,0.487,0.0,0.0,3754.0,7089.0,1.0
sigma_source[2],0.53,0.027,0.479,0.586,0.0,0.0,3593.0,7096.0,1.0
sigma_source[3],0.49,0.025,0.442,0.538,0.0,0.0,4022.0,6832.0,1.0
sigma_source[4],0.542,0.277,0.005,1.041,0.004,0.002,4122.0,4298.0,1.0
prevalence_time[0],0.105,0.019,0.065,0.14,0.0,0.0,11845.0,8921.0,1.0
prevalence_time[1],0.137,0.023,0.089,0.183,0.0,0.0,11612.0,8782.0,1.0
prevalence_time[2],0.14,0.024,0.088,0.183,0.0,0.0,11640.0,8694.0,1.0
prevalence_time[3],0.146,0.024,0.095,0.193,0.0,0.0,12041.0,8797.0,1.0
prevalence_time[4],0.142,0.024,0.088,0.185,0.0,0.0,12118.0,8594.0,1.0
"prevalence_group_time[0, 0]",0.124,0.016,0.095,0.156,0.0,0.0,10145.0,12547.0,1.0
"prevalence_group_time[0, 1]",0.16,0.019,0.124,0.198,0.0,0.0,10591.0,12963.0,1.0
"prevalence_group_time[0, 2]",0.164,0.02,0.126,0.202,0.0,0.0,10407.0,11413.0,1.0
"prevalence_group_time[0, 3]",0.171,0.02,0.135,0.213,0.0,0.0,10258.0,12258.0,1.0
"prevalence_group_time[0, 4]",0.166,0.02,0.13,0.206,0.0,0.0,10436.0,12379.0,1.0
"prevalence_group_time[1, 0]",0.124,0.013,0.099,0.149,0.0,0.0,8848.0,10826.0,1.0
"prevalence_group_time[1, 1]",0.16,0.016,0.128,0.19,0.0,0.0,9268.0,11087.0,1.0
"prevalence_group_time[1, 2]",0.165,0.016,0.132,0.195,0.0,0.0,8415.0,10192.0,1.0
"prevalence_group_time[1, 3]",0.172,0.016,0.14,0.203,0.0,0.0,9444.0,10937.0,1.0
"prevalence_group_time[1, 4]",0.166,0.016,0.134,0.197,0.0,0.0,9403.0,10343.0,1.0
"prevalence_group_time[2, 0]",0.101,0.012,0.078,0.127,0.0,0.0,12392.0,12355.0,1.0
"prevalence_group_time[2, 1]",0.131,0.015,0.102,0.163,0.0,0.0,12253.0,11661.0,1.0
"prevalence_group_time[2, 2]",0.135,0.016,0.105,0.166,0.0,0.0,12518.0,11506.0,1.0
"prevalence_group_time[2, 3]",0.141,0.016,0.108,0.172,0.0,0.0,12758.0,11148.0,1.0
"prevalence_group_time[2, 4]",0.136,0.016,0.105,0.168,0.0,0.0,13316.0,11252.0,1.0
"prevalence_group_time[3, 0]",0.095,0.01,0.076,0.115,0.0,0.0,9112.0,10842.0,1.0
"prevalence_group_time[3, 1]",0.124,0.013,0.1,0.149,0.0,0.0,8957.0,10618.0,1.0
"prevalence_group_time[3, 2]",0.127,0.013,0.103,0.153,0.0,0.0,9279.0,9866.0,1.0
"prevalence_group_time[3, 3]",0.133,0.013,0.108,0.16,0.0,0.0,8747.0,9144.0,1.0
"prevalence_group_time[3, 4]",0.128,0.013,0.103,0.153,0.0,0.0,9781.0,8824.0,1.0
"prevalence_group_time[4, 0]",0.086,0.025,0.039,0.132,0.0,0.0,6756.0,9533.0,1.0
"prevalence_group_time[4, 1]",0.113,0.032,0.055,0.174,0.0,0.0,6705.0,9553.0,1.0
"prevalence_group_time[4, 2]",0.116,0.033,0.055,0.177,0.0,0.0,6569.0,9598.0,1.0
"prevalence_group_time[4, 3]",0.121,0.034,0.058,0.183,0.0,0.0,6569.0,9580.0,1.0
"prevalence_group_time[4, 4]",0.117,0.033,0.052,0.175,0.0,0.0,6725.0,9449.0,1.0
p_source[0],0.115,0.052,0.034,0.221,0.0,0.001,19885.0,11287.0,1.0
p_source[1],0.097,0.041,0.029,0.179,0.0,0.0,22588.0,11438.0,1.0
p_source[2],0.276,0.063,0.159,0.404,0.0,0.001,26397.0,10573.0,1.0
p_source[3],0.211,0.077,0.079,0.363,0.001,0.001,21928.0,11232.0,1.0
p_source[4],0.262,0.092,0.107,0.457,0.001,0.001,20339.0,10892.0,1.0
p_source[5],0.3,0.094,0.123,0.483,0.001,0.001,21222.0,10570.0,1.0
p_source[6],0.275,0.095,0.101,0.462,0.001,0.001,20563.0,10758.0,1.0
p_source[7],0.121,0.054,0.037,0.231,0.0,0.001,22414.0,11271.0,1.0
p_source[8],0.149,0.013,0.124,0.174,0.0,0.0,22822.0,10802.0,1.0
p_source[9],0.197,0.014,0.169,0.223,0.0,0.0,21710.0,12058.0,1.0
p_source[10],0.241,0.017,0.207,0.273,0.0,0.0,22494.0,11417.0,1.0
p_source[11],0.235,0.019,0.2,0.272,0.0,0.0,24577.0,11042.0,1.0
p_source[12],0.3,0.025,0.251,0.35,0.0,0.0,25349.0,11695.0,1.0
p_source[13],0.061,0.015,0.031,0.091,0.0,0.0,23625.0,10896.0,1.0
p_source[14],0.125,0.038,0.058,0.201,0.0,0.0,22240.0,12137.0,1.0
p_source[15],0.094,0.015,0.067,0.123,0.0,0.0,26476.0,11411.0,1.0
p_source[16],0.137,0.012,0.115,0.16,0.0,0.0,22357.0,9852.0,1.0
p_source[17],0.111,0.009,0.093,0.13,0.0,0.0,22223.0,10492.0,1.0
p_source[18],0.056,0.032,0.011,0.12,0.0,0.0,22569.0,12298.0,1.0
p_source[19],0.03,0.007,0.016,0.044,0.0,0.0,25570.0,11021.0,1.0
p_source[20],0.042,0.009,0.025,0.06,0.0,0.0,25535.0,11245.0,1.0
p_source[21],0.058,0.017,0.027,0.091,0.0,0.0,24073.0,11871.0,1.0
p_source[22],0.099,0.028,0.048,0.153,0.0,0.0,24367.0,10565.0,1.0
p_source[23],0.135,0.035,0.071,0.205,0.0,0.0,27986.0,10490.0,1.0
p_source[24],0.184,0.053,0.091,0.292,0.0,0.0,25626.0,10753.0,1.0
p_source[25],0.181,0.052,0.081,0.283,0.0,0.0,23614.0,11564.0,1.0
p_source[26],0.172,0.055,0.076,0.284,0.0,0.001,22215.0,10552.0,1.0
p_source[27],0.216,0.082,0.074,0.378,0.001,0.001,21256.0,10769.0,1.0
p_source[28],0.208,0.081,0.067,0.366,0.001,0.001,21257.0,11204.0,1.0
p_source[29],0.117,0.053,0.035,0.225,0.0,0.001,21262.0,11752.0,1.0
p_source[30],0.137,0.057,0.044,0.251,0.0,0.001,22332.0,11592.0,1.0
p_source[31],0.167,0.067,0.056,0.302,0.0,0.001,22485.0,12079.0,1.0
p_source[32],0.167,0.061,0.063,0.291,0.0,0.001,20254.0,11295.0,1.0
p_source[33],0.125,0.046,0.046,0.217,0.0,0.0,22363.0,10348.0,1.0
p_source[34],0.076,0.015,0.047,0.106,0.0,0.0,26459.0,11795.0,1.0
p_source[35],0.192,0.034,0.127,0.258,0.0,0.0,27040.0,11108.0,1.0
p_source[36],0.192,0.026,0.143,0.244,0.0,0.0,28075.0,11908.0,1.0
p_source[37],0.195,0.031,0.133,0.255,0.0,0.0,25766.0,11074.0,1.0
p_source[38],0.215,0.031,0.156,0.277,0.0,0.0,27911.0,11663.0,1.0
p_source[39],0.139,0.015,0.11,0.168,0.0,0.0,26973.0,10713.0,1.0
p_source[40],0.139,0.015,0.11,0.168,0.0,0.0,28110.0,10580.0,1.0
p_source[41],0.151,0.016,0.121,0.182,0.0,0.0,29856.0,10751.0,1.0
p_source[42],0.111,0.015,0.083,0.141,0.0,0.0,29850.0,11690.0,1.0
p_source[43],0.093,0.013,0.069,0.118,0.0,0.0,28099.0,11129.0,1.0
p_source[44],0.088,0.009,0.071,0.106,0.0,0.0,22662.0,11691.0,1.0
p_source[45],0.119,0.008,0.102,0.135,0.0,0.0,20351.0,11682.0,1.0
p_source[46],0.096,0.007,0.083,0.111,0.0,0.0,19900.0,11884.0,1.0
p_source[47],0.083,0.009,0.065,0.102,0.0,0.0,25290.0,11325.0,1.0
p_source[48],0.097,0.012,0.075,0.12,0.0,0.0,23885.0,11814.0,1.0
p_source[49],0.309,0.062,0.19,0.43,0.0,0.001,27536.0,10359.0,1.0
p_source[50],0.408,0.047,0.313,0.495,0.0,0.0,23847.0,11108.0,1.0
p_source[51],0.412,0.041,0.332,0.492,0.0,0.0,22974.0,12553.0,1.0
p_source[52],0.373,0.039,0.299,0.449,0.0,0.0,23547.0,13098.0,1.0
p_source[53],0.483,0.045,0.393,0.57,0.0,0.0,25334.0,11625.0,1.0
p_source[54],0.102,0.02,0.065,0.143,0.0,0.0,24403.0,10739.0,1.0
p_source[55],0.123,0.018,0.09,0.158,0.0,0.0,26903.0,11095.0,1.0
p_source[56],0.16,0.016,0.128,0.191,0.0,0.0,24606.0,11203.0,1.0
p_source[57],0.125,0.031,0.069,0.187,0.0,0.0,24615.0,9749.0,1.0
p_source[58],0.172,0.02,0.135,0.211,0.0,0.0,25412.0,11022.0,1.0
p_source[59],0.142,0.026,0.093,0.195,0.0,0.0,23190.0,9422.0,1.0
p_source[60],0.08,0.022,0.038,0.124,0.0,0.0,20828.0,11424.0,1.0
p_source[61],0.22,0.015,0.191,0.249,0.0,0.0,21161.0,12846.0,1.0
p_source[62],0.144,0.014,0.118,0.171,0.0,0.0,24013.0,10989.0,1.0
p_source[63],0.138,0.015,0.108,0.168,0.0,0.0,30189.0,12259.0,1.0
p_source[64],0.073,0.009,0.055,0.091,0.0,0.0,24123.0,12201.0,1.0
p_source[65],0.165,0.01,0.146,0.186,0.0,0.0,19201.0,11338.0,1.0
p_source[66],0.164,0.011,0.142,0.184,0.0,0.0,19722.0,12278.0,1.0
p_source[67],0.241,0.014,0.214,0.269,0.0,0.0,18013.0,11249.0,1.0
p_source[68],0.384,0.015,0.355,0.412,0.0,0.0,17861.0,12814.0,1.0
p_source[69],0.039,0.006,0.028,0.05,0.0,0.0,28206.0,11316.0,1.0
p_source[70],0.084,0.01,0.065,0.104,0.0,0.0,27491.0,10845.0,1.0
p_source[71],0.107,0.009,0.089,0.126,0.0,0.0,22651.0,11088.0,1.0
p_source[72],0.105,0.013,0.079,0.128,0.0,0.0,27497.0,11087.0,1.0
p_source[73],0.122,0.015,0.093,0.15,0.0,0.0,26062.0,10731.0,1.0
p_source[74],0.076,0.027,0.031,0.13,0.0,0.0,20512.0,11805.0,1.0
p_source[75],0.061,0.021,0.025,0.103,0.0,0.0,24362.0,11698.0,1.0
p_source[76],0.068,0.024,0.026,0.116,0.0,0.0,21634.0,11440.0,1.0
p_source[77],0.068,0.024,0.027,0.116,0.0,0.0,22193.0,10512.0,1.0
p_source[78],0.067,0.024,0.026,0.114,0.0,0.0,23052.0,12537.0,1.0
p_source[79],0.042,0.012,0.021,0.065,0.0,0.0,23663.0,12470.0,1.0
p_source[80],0.06,0.013,0.036,0.086,0.0,0.0,25836.0,11206.0,1.0
p_source[81],0.075,0.014,0.048,0.103,0.0,0.0,26653.0,11542.0,1.0
p_source[82],0.053,0.012,0.029,0.077,0.0,0.0,23231.0,10835.0,1.0
p_source[83],0.047,0.012,0.025,0.071,0.0,0.0,25070.0,12322.0,1.0
p_source[84],0.235,0.095,0.077,0.427,0.001,0.001,24374.0,11706.0,1.0
p_source[85],0.198,0.062,0.089,0.324,0.0,0.001,22964.0,11683.0,1.0
p_source[86],0.211,0.049,0.123,0.31,0.0,0.0,25644.0,11250.0,1.0
p_source[87],0.214,0.051,0.12,0.313,0.0,0.0,22771.0,10292.0,1.0
p_source[88],0.288,0.047,0.197,0.377,0.0,0.0,26678.0,12337.0,1.0
p_source[89],0.039,0.018,0.01,0.075,0.0,0.0,21678.0,11532.0,1.0
p_source[90],0.059,0.029,0.014,0.116,0.0,0.0,23918.0,11330.0,1.0
p_source[91],0.228,0.033,0.163,0.289,0.0,0.0,26672.0,10795.0,1.0
p_source[92],0.184,0.038,0.11,0.259,0.0,0.0,26423.0,10891.0,1.0
p_source[93],0.051,0.011,0.032,0.073,0.0,0.0,27182.0,10198.0,1.0
p_source[94],0.055,0.01,0.036,0.074,0.0,0.0,29544.0,10131.0,1.0
p_source[95],0.041,0.006,0.029,0.054,0.0,0.0,29125.0,11774.0,1.0
p_source[96],0.083,0.013,0.058,0.109,0.0,0.0,27363.0,11575.0,1.0
p_source[97],0.08,0.015,0.053,0.109,0.0,0.0,35476.0,10119.0,1.0
p_source[98],0.287,0.067,0.164,0.42,0.0,0.001,26119.0,11882.0,1.0
p_source[99],0.299,0.034,0.233,0.365,0.0,0.0,26650.0,11392.0,1.0
p_source[100],0.285,0.036,0.214,0.355,0.0,0.0,29929.0,10578.0,1.0
p_source[101],0.279,0.027,0.229,0.333,0.0,0.0,28374.0,11684.0,1.0
p_source[102],0.279,0.025,0.232,0.328,0.0,0.0,27464.0,11779.0,1.0
p_source[103],0.305,0.027,0.252,0.358,0.0,0.0,28227.0,11658.0,1.0
p_source[104],0.055,0.01,0.036,0.075,0.0,0.0,29458.0,11783.0,1.0
p_source[105],0.124,0.015,0.096,0.152,0.0,0.0,24615.0,11438.0,1.0
p_source[106],0.098,0.022,0.057,0.142,0.0,0.0,26206.0,11321.0,1.0
p_source[107],0.128,0.017,0.096,0.16,0.0,0.0,23975.0,11484.0,1.0
p_source[108],0.101,0.017,0.068,0.135,0.0,0.0,26826.0,11626.0,1.0
p_source[109],0.157,0.061,0.05,0.278,0.0,0.001,21711.0,11661.0,1.0
p_source[110],0.187,0.062,0.077,0.307,0.0,0.001,26264.0,11519.0,1.0
p_source[111],0.136,0.046,0.055,0.228,0.0,0.0,23633.0,11768.0,1.0
p_source[112],0.218,0.056,0.112,0.329,0.0,0.0,23795.0,11487.0,1.0
p_source[113],0.257,0.066,0.132,0.384,0.0,0.001,24125.0,11405.0,1.0
p_source[114],0.121,0.049,0.04,0.219,0.0,0.0,23466.0,10935.0,1.0
p_source[115],0.265,0.058,0.159,0.381,0.0,0.0,27146.0,12235.0,1.0
p_source[116],0.041,0.02,0.009,0.079,0.0,0.0,22618.0,12231.0,1.0
p_source[117],0.15,0.033,0.086,0.214,0.0,0.0,23757.0,12687.0,1.0
p_source[118],0.313,0.056,0.205,0.425,0.0,0.0,26623.0,11093.0,1.0
p_source[119],0.297,0.076,0.159,0.45,0.001,0.001,22881.0,11672.0,1.0
p_source[120],0.037,0.012,0.016,0.059,0.0,0.0,24252.0,10377.0,1.0
p_source[121],0.046,0.013,0.023,0.073,0.0,0.0,25595.0,11584.0,1.0
p_source[122],0.046,0.014,0.022,0.074,0.0,0.0,27614.0,11425.0,1.0
p_source[123],0.062,0.019,0.029,0.099,0.0,0.0,24512.0,12224.0,1.0
p_source[124],0.045,0.015,0.018,0.075,0.0,0.0,25075.0,10678.0,1.0
p_source[125],0.16,0.039,0.088,0.239,0.0,0.0,25865.0,11968.0,1.0
p_source[126],0.168,0.035,0.101,0.235,0.0,0.0,26551.0,12407.0,1.0
p_source[127],0.2,0.048,0.112,0.296,0.0,0.0,28153.0,11227.0,1.0
p_source[128],0.218,0.024,0.171,0.263,0.0,0.0,17590.0,12324.0,1.0
p_source[129],0.184,0.038,0.112,0.258,0.0,0.0,26557.0,11887.0,1.0
p_source[130],0.149,0.022,0.106,0.191,0.0,0.0,25472.0,11699.0,1.0
p_source[131],0.156,0.03,0.1,0.214,0.0,0.0,28144.0,11378.0,1.0
p_source[132],0.206,0.033,0.145,0.27,0.0,0.0,28117.0,12237.0,1.0
p_source[133],0.207,0.035,0.142,0.276,0.0,0.0,28019.0,11499.0,1.0
p_source[134],0.318,0.061,0.2,0.438,0.0,0.001,26766.0,11115.0,1.0
p_source[135],0.014,0.003,0.009,0.02,0.0,0.0,25777.0,11832.0,1.0
p_source[136],0.026,0.004,0.019,0.034,0.0,0.0,24619.0,12016.0,1.0
p_source[137],0.025,0.003,0.019,0.032,0.0,0.0,23932.0,10960.0,1.0
p_source[138],0.024,0.003,0.018,0.031,0.0,0.0,22420.0,11870.0,1.0
p_source[139],0.024,0.004,0.017,0.032,0.0,0.0,24321.0,11511.0,1.0
p_source[140],0.074,0.015,0.045,0.104,0.0,0.0,27159.0,12081.0,1.0
p_source[141],0.121,0.02,0.083,0.159,0.0,0.0,26581.0,12478.0,1.0
p_source[142],0.111,0.02,0.073,0.149,0.0,0.0,27393.0,12029.0,1.0
p_source[143],0.097,0.022,0.058,0.142,0.0,0.0,24004.0,12810.0,1.0
p_source[144],0.119,0.025,0.074,0.169,0.0,0.0,26895.0,12307.0,1.0
p_source[145],0.05,0.019,0.019,0.088,0.0,0.0,24770.0,11117.0,1.0
p_source[146],0.103,0.032,0.046,0.165,0.0,0.0,24097.0,10883.0,1.0
p_source[147],0.054,0.022,0.016,0.097,0.0,0.0,22511.0,10326.0,1.0
p_source[148],0.053,0.021,0.018,0.096,0.0,0.0,22747.0,10568.0,1.0
p_source[149],0.078,0.022,0.038,0.122,0.0,0.0,26123.0,11213.0,1.0
p_source[150],0.054,0.006,0.043,0.065,0.0,0.0,25003.0,11129.0,1.0
p_source[151],0.059,0.007,0.045,0.072,0.0,0.0,26829.0,10643.0,1.0
p_source[152],0.069,0.007,0.056,0.082,0.0,0.0,25384.0,11935.0,1.0
p_source[153],0.038,0.007,0.026,0.051,0.0,0.0,28749.0,11186.0,1.0
p_source[154],0.067,0.009,0.049,0.086,0.0,0.0,28433.0,11211.0,1.0
p_source[155],0.064,0.014,0.039,0.092,0.0,0.0,19537.0,10960.0,1.0
p_source[156],0.141,0.046,0.061,0.233,0.0,0.0,22288.0,12138.0,1.0
p_source[157],0.144,0.044,0.062,0.23,0.0,0.0,22033.0,11061.0,1.0
p_source[158],0.18,0.055,0.081,0.289,0.0,0.001,20706.0,11515.0,1.0
p_source[159],0.198,0.056,0.099,0.312,0.0,0.001,20950.0,11973.0,1.0
p_source[160],0.158,0.048,0.067,0.248,0.0,0.0,22079.0,10412.0,1.0
p_source[161],0.112,0.039,0.046,0.193,0.0,0.0,20626.0,10851.0,1.0
p_source[162],0.232,0.071,0.108,0.375,0.0,0.001,22528.0,11843.0,1.0
p_source[163],0.192,0.069,0.072,0.33,0.0,0.001,22453.0,11213.0,1.0
p_source[164],0.194,0.069,0.076,0.333,0.0,0.001,20054.0,11389.0,1.0
p_source[165],0.209,0.07,0.089,0.354,0.0,0.001,22362.0,10846.0,1.0
p_source[166],0.152,0.014,0.124,0.179,0.0,0.0,21694.0,10764.0,1.0
p_source[167],0.24,0.019,0.205,0.277,0.0,0.0,17976.0,11435.0,1.0
p_source[168],0.212,0.013,0.188,0.238,0.0,0.0,18285.0,12593.0,1.0
p_source[169],0.25,0.014,0.222,0.277,0.0,0.0,18246.0,12549.0,1.0
p_source[170],0.187,0.012,0.162,0.211,0.0,0.0,18413.0,11255.0,1.0
p_source[171],0.054,0.009,0.036,0.072,0.0,0.0,28136.0,11721.0,1.0
p_source[172],0.074,0.012,0.052,0.098,0.0,0.0,31740.0,11214.0,1.0
p_source[173],0.082,0.012,0.058,0.107,0.0,0.0,25942.0,11268.0,1.0
p_source[174],0.106,0.016,0.074,0.138,0.0,0.0,27124.0,11336.0,1.0
p_source[175],0.119,0.018,0.084,0.155,0.0,0.0,26508.0,10995.0,1.0
p_source[176],0.212,0.056,0.106,0.321,0.0,0.001,21557.0,10549.0,1.0
p_source[177],0.136,0.042,0.061,0.219,0.0,0.0,21914.0,11747.0,1.0
p_source[178],0.127,0.037,0.06,0.202,0.0,0.0,24127.0,12272.0,1.0
p_source[179],0.305,0.018,0.27,0.34,0.0,0.0,17994.0,11219.0,1.0
p_source[180],0.131,0.007,0.117,0.146,0.0,0.0,16667.0,10917.0,1.0
p_source[181],0.163,0.009,0.147,0.18,0.0,0.0,17366.0,11207.0,1.0
p_source[182],0.184,0.009,0.167,0.203,0.0,0.0,17019.0,11764.0,1.0
p_source[183],0.191,0.01,0.171,0.21,0.0,0.0,18642.0,11473.0,1.0
p_source[184],0.208,0.011,0.186,0.23,0.0,0.0,17858.0,11122.0,1.0
p_source[185],0.045,0.01,0.026,0.065,0.0,0.0,28733.0,11359.0,1.0
p_source[186],0.093,0.011,0.071,0.114,0.0,0.0,25528.0,10489.0,1.0
p_source[187],0.101,0.01,0.083,0.12,0.0,0.0,21926.0,12340.0,1.0
p_source[188],0.1,0.008,0.085,0.115,0.0,0.0,18940.0,11405.0,1.0
p_source[189],0.098,0.009,0.081,0.115,0.0,0.0,20764.0,11150.0,1.0
p_source[190],0.148,0.029,0.093,0.205,0.0,0.0,24650.0,12138.0,1.0
p_source[191],0.176,0.022,0.132,0.22,0.0,0.0,23312.0,14033.0,1.0
p_source[192],0.127,0.019,0.092,0.165,0.0,0.0,22564.0,11797.0,1.0
p_source[193],0.15,0.018,0.116,0.187,0.0,0.0,24109.0,13586.0,1.0
p_source[194],0.318,0.083,0.156,0.476,0.001,0.001,23008.0,10448.0,1.0
p_source[195],0.164,0.053,0.07,0.267,0.0,0.001,23069.0,11007.0,1.0
p_source[196],0.165,0.053,0.073,0.274,0.0,0.001,20965.0,10509.0,1.0
p_source[197],0.179,0.053,0.082,0.285,0.0,0.001,21944.0,11933.0,1.0
p_source[198],0.153,0.047,0.069,0.246,0.0,0.0,23150.0,11097.0,1.0
p_source[199],0.063,0.039,0.005,0.134,0.0,0.001,19227.0,12388.0,1.0
p_source[200],0.073,0.038,0.007,0.146,0.0,0.0,16417.0,11339.0,1.0
p_source[201],0.089,0.055,0.008,0.191,0.0,0.001,17046.0,11608.0,1.0
p_source[202],0.109,0.062,0.017,0.232,0.001,0.001,17525.0,11864.0,1.0
p_source[203],0.095,0.035,0.035,0.168,0.0,0.0,17786.0,13177.0,1.0
p_source[204],0.194,0.034,0.131,0.262,0.0,0.0,28189.0,10913.0,1.0
p_source[205],0.284,0.018,0.25,0.321,0.0,0.0,20279.0,10351.0,1.0
p_source[206],0.279,0.014,0.253,0.305,0.0,0.0,18255.0,11310.0,1.0
p_source[207],0.222,0.018,0.187,0.258,0.0,0.0,23080.0,11368.0,1.0
p_source[208],0.405,0.017,0.371,0.439,0.0,0.0,18040.0,10928.0,1.0
p_source[209],0.321,0.018,0.287,0.356,0.0,0.0,18836.0,10029.0,1.0
p_source[210],0.354,0.017,0.321,0.388,0.0,0.0,16999.0,11269.0,1.0
p_source[211],0.355,0.016,0.324,0.386,0.0,0.0,17450.0,10493.0,1.0
p_source[212],0.094,0.043,0.024,0.178,0.0,0.0,22352.0,10614.0,1.0
p_source[213],0.127,0.057,0.035,0.239,0.0,0.001,22927.0,11357.0,1.0
p_source[214],0.132,0.058,0.038,0.248,0.0,0.001,20400.0,11798.0,1.0
p_source[215],0.128,0.057,0.035,0.242,0.0,0.001,25201.0,10885.0,1.0
p_source[216],0.079,0.008,0.064,0.096,0.0,0.0,26014.0,11745.0,1.0
p_source[217],0.116,0.01,0.097,0.136,0.0,0.0,20715.0,11393.0,1.0
p_source[218],0.114,0.01,0.094,0.134,0.0,0.0,22392.0,11707.0,1.0
p_source[219],0.152,0.012,0.129,0.175,0.0,0.0,21050.0,11296.0,1.0
p_source[220],0.062,0.013,0.037,0.088,0.0,0.0,26116.0,11517.0,1.0
p_source[221],0.036,0.007,0.022,0.05,0.0,0.0,26282.0,10764.0,1.0
p_source[222],0.064,0.01,0.044,0.084,0.0,0.0,26708.0,12003.0,1.0
p_source[223],0.075,0.011,0.056,0.098,0.0,0.0,28092.0,11937.0,1.0
p_source[224],0.065,0.012,0.044,0.088,0.0,0.0,25420.0,11291.0,1.0
p_source[225],0.057,0.014,0.031,0.085,0.0,0.0,24888.0,11591.0,1.0
p_source[226],0.188,0.01,0.169,0.206,0.0,0.0,17746.0,11229.0,1.0
p_source[227],0.252,0.011,0.23,0.275,0.0,0.0,18134.0,11048.0,1.0
p_source[228],0.145,0.009,0.127,0.161,0.0,0.0,18000.0,11014.0,1.0
p_source[229],0.169,0.011,0.148,0.19,0.0,0.0,21238.0,10910.0,1.0
p_source[230],0.189,0.012,0.165,0.212,0.0,0.0,21935.0,11069.0,1.0
p_source[231],0.185,0.035,0.121,0.256,0.0,0.0,25542.0,10581.0,1.0
p_source[232],0.168,0.034,0.103,0.236,0.0,0.0,24235.0,9895.0,1.0
p_source[233],0.166,0.033,0.106,0.232,0.0,0.0,26575.0,11687.0,1.0
p_source[234],0.206,0.044,0.123,0.293,0.0,0.0,23913.0,11210.0,1.0
p_source[235],0.183,0.044,0.097,0.267,0.0,0.0,24002.0,10511.0,1.0
p_source[236],0.132,0.009,0.115,0.149,0.0,0.0,19131.0,11553.0,1.0
p_source[237],0.14,0.009,0.122,0.158,0.0,0.0,17792.0,11439.0,1.0
p_source[238],0.191,0.01,0.171,0.21,0.0,0.0,17286.0,10414.0,1.0
p_source[239],0.201,0.011,0.179,0.223,0.0,0.0,18183.0,10925.0,1.0
p_source[240],0.076,0.009,0.058,0.095,0.0,0.0,26137.0,12249.0,1.0
p_source[241],0.104,0.011,0.082,0.125,0.0,0.0,26120.0,10631.0,1.0
p_source[242],0.077,0.008,0.061,0.093,0.0,0.0,24496.0,11772.0,1.0
p_source[243],0.121,0.011,0.1,0.143,0.0,0.0,23484.0,11541.0,1.0
p_source[244],0.13,0.013,0.104,0.156,0.0,0.0,27359.0,11560.0,1.0
p_source[245],0.105,0.023,0.062,0.149,0.0,0.0,27641.0,11941.0,1.0
p_source[246],0.117,0.024,0.072,0.164,0.0,0.0,28987.0,11120.0,1.0
p_source[247],0.188,0.029,0.131,0.247,0.0,0.0,29012.0,10095.0,1.0
p_source[248],0.18,0.026,0.131,0.232,0.0,0.0,27597.0,10736.0,1.0
p_source[249],0.076,0.019,0.04,0.113,0.0,0.0,26135.0,11607.0,1.0
p_source[250],0.122,0.011,0.1,0.144,0.0,0.0,18449.0,11548.0,1.0
p_source[251],0.133,0.013,0.109,0.158,0.0,0.0,18300.0,12119.0,1.0
p_source[252],0.102,0.014,0.076,0.13,0.0,0.0,23806.0,10804.0,1.0
